X,Y,Join_Count,TARGET_FID,SSBid,ost,nord,CENTROID_X,CENTROID_Y,Shape_Leng,Shape_Area,Komm2016,Fylk2016
264500.0,6654500.0,1,215,22640006654000,2264000,6654000,264500,6654500,4000,1000000,0301,03
265500.0,6654500.0,1,216,22650006654000,2265000,6654000,265500,6654500,4000,1000000,0301,03
266500.0,6654500.0,1,217,22660006654000,2266000,6654000,266500,6654500,4000,1000000,0301,03
267500.0,6654500.0,1,218,22670006654000,2267000,6654000,267500,6654500,4000,1000000,0301,03
268500.0,6654500.0,1,219,22680006654000,2268000,6654000,268500,6654500,4000,1000000,0301,03
269500.0,6654500.0,1,220,22690006654000,2269000,6654000,269500,6654500,4000,1000000,0301,03
270500.0,6654500.0,1,221,22700006654000,2270000,6654000,270500,6654500,4000,1000000,0301,03
271500.0,6654500.0,1,222,22710006654000,2271000,6654000,271500,6654500,4000,1000000,0301,03
272500.0,6654500.0,1,223,22720006654000,2272000,6654000,272500,6654500,4000,1000000,0301,03
256500.0,6655500.0,1,257,22560006655000,2256000,6655000,256500,6655500,4000,1000000,0301,03
257500.0,6655500.0,1,258,22570006655000,2257000,6655000,257500,6655500,4000,1000000,0301,03
258500.0,6655500.0,1,259,22580006655000,2258000,6655000,258500,6655500,4000,1000000,0301,03
259500.0,6655500.0,1,260,22590006655000,2259000,6655000,259500,6655500,4000,1000000,0301,03
260500.0,6655500.0,1,261,22600006655000,2260000,6655000,260500,6655500,4000,1000000,0301,03
261500.0,6655500.0,1,262,22610006655000,2261000,6655000,261500,6655500,4000,1000000,0301,03
262500.0,6655500.0,1,263,22620006655000,2262000,6655000,262500,6655500,4000,1000000,0301,03
263500.0,6655500.0,1,264,22630006655000,2263000,6655000,263500,6655500,4000,1000000,0301,03
264500.0,6655500.0,1,265,22640006655000,2264000,6655000,264500,6655500,4000,1000000,0301,03
265500.0,6655500.0,1,266,22650006655000,2265000,6655000,265500,6655500,4000,1000000,0301,03
266500.0,6655500.0,1,267,22660006655000,2266000,6655000,266500,6655500,4000,1000000,0301,03
267500.0,6655500.0,1,268,22670006655000,2267000,6655000,267500,6655500,4000,1000000,0301,03
268500.0,6655500.0,1,269,22680006655000,2268000,6655000,268500,6655500,4000,1000000,0301,03
269500.0,6655500.0,1,270,22690006655000,2269000,6655000,269500,6655500,4000,1000000,0301,03
270500.0,6655500.0,1,271,22700006655000,2270000,6655000,270500,6655500,4000,1000000,0301,03
271500.0,6655500.0,1,272,22710006655000,2271000,6655000,271500,6655500,4000,1000000,0301,03
272500.0,6655500.0,1,273,22720006655000,2272000,6655000,272500,6655500,4000,1000000,0301,03
255500.0,6656500.0,1,306,22550006656000,2255000,6656000,255500,6656500,4000,1000000,0301,03
256500.0,6656500.0,1,307,22560006656000,2256000,6656000,256500,6656500,4000,1000000,0301,03
257500.0,6656500.0,1,308,22570006656000,2257000,6656000,257500,6656500,4000,1000000,0301,03
258500.0,6656500.0,1,309,22580006656000,2258000,6656000,258500,6656500,4000,1000000,0301,03
259500.0,6656500.0,1,310,22590006656000,2259000,6656000,259500,6656500,4000,1000000,0301,03
260500.0,6656500.0,1,311,22600006656000,2260000,6656000,260500,6656500,4000,1000000,0301,03
261500.0,6656500.0,1,312,22610006656000,2261000,6656000,261500,6656500,4000,1000000,0301,03
262500.0,6656500.0,1,313,22620006656000,2262000,6656000,262500,6656500,4000,1000000,0301,03
263500.0,6656500.0,1,314,22630006656000,2263000,6656000,263500,6656500,4000,1000000,0301,03
264500.0,6656500.0,1,315,22640006656000,2264000,6656000,264500,6656500,4000,1000000,0301,03
265500.0,6656500.0,1,316,22650006656000,2265000,6656000,265500,6656500,4000,1000000,0301,03
266500.0,6656500.0,1,317,22660006656000,2266000,6656000,266500,6656500,4000,1000000,0301,03
267500.0,6656500.0,1,318,22670006656000,2267000,6656000,267500,6656500,4000,1000000,0301,03
268500.0,6656500.0,1,319,22680006656000,2268000,6656000,268500,6656500,4000,1000000,0301,03
269500.0,6656500.0,1,320,22690006656000,2269000,6656000,269500,6656500,4000,1000000,0301,03
270500.0,6656500.0,1,321,22700006656000,2270000,6656000,270500,6656500,4000,1000000,0301,03
272500.0,6656500.0,1,323,22720006656000,2272000,6656000,272500,6656500,4000,1000000,0301,03
254500.0,6657500.0,1,355,22540006657000,2254000,6657000,254500,6657500,4000,1000000,0301,03
255500.0,6657500.0,1,356,22550006657000,2255000,6657000,255500,6657500,4000,1000000,0301,03
256500.0,6657500.0,1,357,22560006657000,2256000,6657000,256500,6657500,4000,1000000,0301,03
257500.0,6657500.0,1,358,22570006657000,2257000,6657000,257500,6657500,4000,1000000,0301,03
258500.0,6657500.0,1,359,22580006657000,2258000,6657000,258500,6657500,4000,1000000,0301,03
259500.0,6657500.0,1,360,22590006657000,2259000,6657000,259500,6657500,4000,1000000,0301,03
260500.0,6657500.0,1,361,22600006657000,2260000,6657000,260500,6657500,4000,1000000,0301,03
261500.0,6657500.0,1,362,22610006657000,2261000,6657000,261500,6657500,4000,1000000,0301,03
262500.0,6657500.0,1,363,22620006657000,2262000,6657000,262500,6657500,4000,1000000,0301,03
