UniformRandom,GA (1 week),PopulationProportionate,Uniform,Random,AllCityCenter,SLS,GA (1 year),MA
1096,766,1096,1165,1096,1123,1096,1096,766
982,982,982,982,982,1743,982,982,982
749,749,749,749,749,968,749,749,749
534,534,534,534,534,606,534,534,534
370,370,370,370,456,1467,987,370,1049
313,381,313,313,313,1152,313,381,313
281,281,281,281,281,1547,281,281,281
683,683,683,683,468,899,683,683,683
544,544,544,544,544,724,544,544,544
968,968,968,968,968,967,968,968,968
382,382,382,382,382,750,382,382,529
342,342,342,342,342,2993,342,342,342
385,385,385,385,385,385,385,385,385
6273,6273,6273,6273,6273,7387,6273,6273,6273
1713,906,1713,1713,1713,2521,1713,906,906
2003,2003,2003,2003,2343,2654,2003,2003,2003
1084,1084,1084,1084,1084,1145,1084,1084,1084
589,589,589,589,589,2783,589,589,589
521,521,521,521,722,521,521,521,521
1075,1075,1075,1075,1075,1163,1075,1075,1075
449,268,268,508,508,268,268,268,268
943,956,877,1142,1249,878,878,943,980
600,600,374,600,600,600,486,600,600
2491,1978,2317,2808,2317,2628,2491,1978,1978
200,200,200,631,200,200,200,200,200
1147,1147,1147,1147,1147,1611,1147,1147,1147
497,497,1444,497,497,3366,1444,497,497
617,617,377,716,716,377,377,558,558
1972,1731,1972,1972,1972,2625,1731,1731,1731
1679,1679,1679,1679,1679,2245,1906,1679,652
458,458,458,458,458,825,458,458,458
909,909,909,1163,1176,1384,909,909,1163
896,896,896,896,896,2093,896,896,896
601,536,601,601,601,730,601,601,536
1076,940,940,1076,895,1153,1076,940,940
5728,5728,5728,5728,5728,5728,5728,5728,5728
528,528,528,781,528,781,528,528,781
665,665,665,665,665,665,665,665,665
1179,1179,1179,1179,1179,3238,1179,1179,1179
418,418,418,418,418,604,418,418,418
803,1916,2072,803,803,3480,1916,1916,803
1863,1343,1343,1484,1484,1824,1573,1343,1343
1058,841,930,933,933,930,930,841,841
1677,1505,1423,1867,1444,1898,1423,1677,1867
482,482,1321,482,482,2068,482,482,482
683,1050,1050,683,1091,683,683,1050,720
979,979,979,979,979,1606,1105,979,979
424,799,452,424,452,741,424,799,799
975,975,975,975,975,975,975,975,975
330,330,330,421,330,368,330,330,330
274,274,274,274,274,799,274,274,274
576,576,576,576,576,1051,576,576,576
541,249,249,546,546,249,249,249,249
683,683,683,683,683,683,683,683,683
772,772,772,772,772,891,772,772,839
660,660,660,660,660,886,660,660,660
648,648,648,648,648,1253,648,648,648
1679,1587,1587,1679,1679,1883,1587,1679,1679
500,500,500,500,500,500,500,500,500
847,847,847,847,847,873,847,847,847
486,486,486,486,486,1065,486,486,486
1124,1124,1124,1124,1124,1230,1124,1124,1124
472,532,472,532,532,601,532,472,532
570,570,513,570,570,673,570,570,513
2040,2040,2040,2040,2040,3973,2040,2040,2040
710,710,710,710,710,1572,710,710,710
620,620,620,620,620,2291,620,620,620
773,773,773,773,773,773,773,773,773
363,489,363,363,363,474,363,363,363
1088,1088,1088,1088,1088,2527,1088,1088,1088
330,330,330,330,330,1058,456,330,330
286,286,286,286,286,286,286,286,286
773,575,633,575,575,773,773,633,773
618,618,618,618,710,835,618,618,618
1014,1014,952,952,952,1202,952,952,952
898,978,591,978,591,805,591,898,978
1224,1224,1224,1224,1224,1117,1224,1224,1224
319,319,319,319,319,319,319,319,319
1215,341,388,1215,388,388,388,388,388
1215,1215,2074,2000,1215,2074,1215,1215,1215
634,634,634,634,634,819,634,634,634
359,287,287,287,359,287,287,287,359
994,476,468,476,994,815,476,476,468
656,656,656,656,656,894,656,656,656
811,811,811,811,811,2877,811,811,811
2008,2008,2008,2008,2008,2008,2008,2008,2008
1198,1212,1212,1591,1763,1551,1198,1591,1198
2296,2247,2122,2247,2296,2296,2122,2247,2122
1872,1872,2156,1872,1872,2985,1872,1872,1872
2457,2457,2457,2457,2457,2457,2457,2457,2457
825,1045,825,1045,825,1794,1301,1045,825
1036,1036,1036,1036,1036,1036,983,983,1036
2212,2212,2212,2212,2212,2222,2212,2212,2212
801,801,801,801,801,1715,1022,1222,801
1035,1035,661,1035,1035,1257,1035,1035,661
483,483,483,483,483,729,483,483,483
1154,1200,1200,1310,1327,1310,1310,1310,1200
588,867,588,867,588,817,682,867,588
894,894,727,959,727,959,959,727,894
977,661,661,977,891,661,661,661,661
211,82,82,211,211,340,211,211,211
1063,1002,1002,1063,1063,1063,1063,1063,1063
814,814,726,814,814,802,726,814,726
777,777,777,1356,1405,1405,777,777,1405
415,415,415,415,415,415,415,415,415
905,896,896,989,951,896,896,951,905
323,323,323,941,941,1497,323,323,323
573,481,481,573,481,777,481,481,573
1981,1981,1981,1981,1981,3094,1981,1981,1981
439,439,439,258,439,258,258,258,439
439,439,439,439,439,493,439,439,439
1067,953,953,953,1067,953,953,953,1067
1186,1186,1186,1186,1186,3404,1186,1186,1186
558,377,377,377,558,377,377,377,558
511,511,511,751,751,960,511,511,511
504,504,504,734,734,823,504,504,504
398,398,398,398,398,1300,618,618,398
883,883,952,952,883,1778,883,883,883
1079,1079,1079,1079,1079,1377,1079,1079,1079
357,357,357,357,357,357,357,357,357
479,479,479,479,479,479,479,479,479
685,685,685,685,685,989,685,685,685
642,642,587,642,642,587,587,587,587
2084,2084,2419,2084,2084,2914,1294,2084,2084
721,721,721,721,1450,2024,721,721,1450
658,658,1496,658,658,2602,658,658,658
466,466,466,466,466,693,466,466,466
490,490,490,490,1138,452,490,490,490
436,436,436,436,436,436,436,436,436
257,257,257,257,257,257,257,257,257
571,571,571,571,571,1015,571,571,571
706,706,706,706,706,1346,706,706,706
683,683,683,683,683,980,683,683,683
451,451,451,451,451,580,511,451,451
707,707,707,707,707,707,707,707,707
422,422,422,422,422,796,490,490,422
794,916,794,916,794,1409,916,916,794
97,97,97,97,97,360,97,97,97
990,990,523,990,523,1244,1244,990,990
460,1403,460,1403,982,1467,1175,460,1403
479,479,479,479,479,706,706,479,479
450,450,450,579,450,579,579,450,579
851,838,851,851,888,1177,851,851,851
895,771,517,895,517,992,517,517,895
2233,2081,1994,2116,1994,2298,1994,2081,2116
598,598,598,779,598,598,598,598,598
357,357,357,357,1081,1591,357,357,1081
423,602,423,700,423,715,423,423,676
566,580,566,566,580,919,566,566,566
691,691,691,929,907,693,693,693,691
965,965,965,1294,965,1071,1071,965,1071
1562,829,829,1626,1562,1562,1562,1626,829
482,482,482,482,519,583,482,482,482
868,868,868,868,868,3498,868,868,868
223,223,223,223,223,752,223,223,223
416,416,416,416,416,732,416,577,546
1693,1693,1693,1693,1693,2677,1693,1693,1693
616,616,616,616,616,969,616,616,616
1434,1434,1434,1434,1434,2297,1434,1434,1434
399,399,399,399,399,835,399,399,399
590,629,590,590,590,675,590,590,590
814,814,814,814,814,2645,814,814,814
687,687,687,687,687,687,687,687,687
662,662,1500,662,1624,2557,662,662,1624
453,453,453,453,453,851,453,453,453
772,837,837,837,772,837,772,837,837
570,621,570,570,570,732,570,570,570
2827,2932,2827,2932,2932,3054,2932,2827,2827
449,449,449,449,449,1210,449,449,449
895,895,895,895,895,1115,903,895,895
843,504,504,843,504,1182,843,843,843
602,602,602,602,602,602,602,602,602
535,535,535,535,535,1361,520,535,535
412,231,231,412,412,231,231,231,231
427,427,427,427,427,1875,427,427,427
2034,2034,2034,2034,2034,2776,2034,2034,2034
1475,1049,1475,1475,1475,1792,1049,1049,548
362,362,362,362,362,907,362,362,362
1118,1114,1118,1118,1118,1118,1118,1118,1118
705,705,705,1060,705,1044,705,705,705
450,338,338,450,450,469,338,338,338
246,246,246,246,246,1512,246,246,246
1451,1112,1112,1451,1141,1451,1112,1112,1112
554,554,554,895,895,905,895,554,554
736,736,736,736,736,736,736,736,736
1230,1230,1230,1230,1230,1667,1667,1230,1230
688,688,688,688,877,1550,688,688,688
848,848,848,848,848,1733,848,848,848
895,895,895,895,895,2386,895,895,895
606,606,864,606,864,951,662,606,606
803,803,803,803,803,870,803,803,803
408,408,408,408,408,408,408,408,408
901,901,901,901,901,1468,901,901,901
615,615,615,615,615,953,615,615,615
644,478,478,879,879,478,478,478,478
573,573,573,944,573,1408,944,573,573
846,846,846,846,846,911,846,846,846
683,451,451,683,683,994,683,451,451
882,882,882,882,882,1321,882,882,882
662,662,662,662,662,1001,662,662,662
610,610,610,610,610,827,610,610,827
544,544,544,544,544,1847,544,544,544
1722,1722,1722,1722,1722,4507,1722,1722,1722
659,659,659,659,659,2601,659,659,659
388,388,388,388,388,1244,388,388,388
318,318,318,318,318,492,318,318,318
1255,629,1255,1255,1255,1810,629,629,629
592,592,592,592,592,592,592,592,592
297,297,297,297,297,297,297,297,297
1209,1195,1195,1209,1209,1195,1195,1195,1195
2531,2691,2531,2755,2755,2691,2531,2531,2531
2813,2813,2569,3043,3072,2832,2813,2569,2569
484,484,484,484,648,490,484,484,484
529,529,529,776,776,756,529,529,529
1809,1809,1809,1809,1809,4261,1809,1809,1809
633,485,471,633,633,471,471,471,471
1170,1170,1170,1170,1170,1599,1170,1170,1170
1858,1858,1752,1858,1858,1858,1858,1858,1858
598,598,598,598,598,736,598,598,598
263,263,263,263,263,263,263,263,263
431,476,431,431,431,793,431,431,431
346,346,792,346,346,3070,346,346,346
647,560,647,647,647,810,560,560,560
541,424,424,541,541,827,424,424,424
962,672,561,962,962,561,561,672,962
160,160,160,160,160,160,160,160,160
1178,1390,742,1390,1444,742,742,1390,1390
546,546,546,546,546,1720,546,546,546
603,603,424,901,901,518,424,603,603
2262,2262,2262,2262,2262,2055,2262,2262,2262
3797,3797,3797,3797,3797,5095,3797,3797,3797
503,503,503,514,514,648,503,503,503
1373,1373,1373,1373,1373,2236,1373,1373,1373
81,81,81,81,81,1347,81,81,81
450,450,450,450,450,648,450,450,450
486,486,486,486,486,486,486,486,486
435,435,435,1087,716,611,435,435,435
458,458,458,458,458,458,458,458,458
531,941,531,531,531,941,531,531,531
712,712,415,712,754,415,415,712,712
1808,1808,1808,1947,2218,2218,2218,1947,1947
521,521,432,726,842,1174,842,521,521
1167,1167,822,1167,1057,1003,822,1167,1167
225,337,225,699,452,263,225,225,225
623,623,623,623,623,623,623,623,623
610,279,279,610,610,690,279,279,279
1111,1453,1111,1456,1456,1456,1453,1453,1453
1007,594,594,1212,1037,1007,863,594,594
1114,1114,1114,1114,1114,950,1114,1114,1114
325,325,325,325,503,1188,325,503,503
997,997,793,997,923,1109,997,793,1109
814,722,722,814,814,722,722,722,814
546,546,546,546,546,1846,546,546,546
767,767,767,767,767,767,767,767,767
869,869,869,869,869,1208,869,869,869
706,706,706,706,706,1333,706,706,706
3090,3090,3090,3202,3202,3317,3090,3090,3090
356,356,356,356,356,542,356,356,356
869,869,869,869,869,2546,869,869,869
1111,1107,1107,1196,1111,1211,1107,1107,1111
324,324,324,324,324,867,556,324,324
436,436,436,553,436,553,436,436,436
415,415,415,415,415,722,415,415,415
847,847,847,847,847,1710,847,847,847
786,880,786,830,830,880,786,880,830
2450,2450,2450,2450,2636,2636,2450,2450,2636
2712,2712,2712,2712,3121,3489,2712,2712,3121
514,575,514,514,575,575,575,575,575
661,661,661,661,661,2355,661,661,661
928,928,928,928,928,1631,928,928,928
978,1027,978,999,978,1027,1026,978,978
1233,1233,1233,1233,1233,2082,1860,1233,1233
501,501,501,501,501,501,501,501,501
385,385,385,385,385,424,446,446,385
1121,1121,692,1121,1121,1336,1418,692,692
1081,692,1121,692,692,1418,1081,1121,1121
253,253,253,253,253,941,253,253,253
381,434,381,381,381,381,381,381,381
744,1022,744,1022,744,1505,1022,1022,744
758,1324,758,1324,1042,1616,1324,758,1552
1039,1039,412,1261,1039,1203,412,1261,412
393,393,393,393,393,454,454,393,454
638,411,516,841,411,638,638,516,638
454,454,454,964,454,1128,454,454,810
2906,2251,1171,3068,1260,1745,2566,2363,2566
971,592,592,971,985,971,985,592,971
8689,8689,8043,8689,8311,8473,8689,8689,8689
634,634,634,634,634,634,634,634,634
635,635,563,635,635,635,635,635,635
1077,1285,1285,789,1706,1550,1285,1285,1285
711,1044,517,370,572,1044,711,711,711
1143,1143,1260,1143,1260,1652,1260,1260,1143
531,531,652,652,531,1244,531,531,531
1920,1920,1920,1920,1920,1992,1992,1920,1920
484,484,484,484,484,484,484,484,484
716,716,716,716,716,2201,716,716,716
281,281,281,281,281,281,281,281,281
1086,1086,1086,1086,1190,2963,1190,1086,1086
592,592,592,592,592,592,592,592,592
415,415,415,415,415,2666,415,415,415
1081,668,488,1037,488,549,668,1094,1077
1442,1148,688,1148,1148,785,1134,1145,1148
1296,1296,2787,1296,1296,3756,2787,1819,1296
1153,1153,1153,1153,1153,1153,1153,1153,1153
1243,1124,1124,1314,1414,1407,1124,1124,1124
799,799,799,799,799,793,799,799,799
1287,1287,1563,1563,1287,1351,1189,1189,1287
1083,1346,1039,1381,1381,1381,1039,1215,1039
1204,772,772,868,772,901,868,868,772
1812,1805,1805,1812,2357,2151,696,1805,2151
2977,2198,2198,2815,2719,2017,2017,2017,2977
1104,1104,1104,1104,1104,925,1068,1104,1104
2052,2052,1966,2707,2028,1966,1966,1966,2349
1947,1947,1688,1947,1841,1211,1211,1688,1947
3813,3560,3012,4080,3813,2215,3560,3560,3423
3090,811,769,3949,3118,769,811,811,811
1249,1200,1352,887,1222,1249,1249,1352,1249
723,724,723,723,724,724,723,723,723
1142,1004,887,1142,545,1142,1004,1142,1142
1797,2095,1154,2286,1154,1861,1154,1797,2095
2089,2089,1422,2089,1113,1422,1422,2089,2089
2471,2060,1217,2471,2471,391,2060,2060,2060
972,849,849,1029,1073,619,619,619,972
2350,2350,1583,2350,2350,1077,2437,1583,2350
263,263,263,263,263,263,263,263,263
741,741,741,741,741,741,741,741,741
516,594,594,619,581,619,594,594,516
1276,1276,1276,1276,1276,1651,1587,1390,1276
793,793,793,641,793,793,793,793,641
229,229,229,229,229,229,229,229,229
409,409,365,409,757,1175,872,409,409
364,364,425,364,425,425,364,364,364
248,248,248,248,248,248,248,248,248
467,490,467,467,467,1329,1020,1020,790
820,980,868,896,820,1120,1037,980,1202
438,438,438,438,438,438,438,438,438
656,570,570,656,570,340,656,656,570
2119,1461,1361,1205,1173,1361,1611,1611,1461
537,537,537,537,537,2231,537,537,537
1148,1148,1148,1148,1148,1148,1148,1148,1148
1559,1496,2395,534,1496,2500,1496,1559,1496
334,334,334,334,530,627,334,334,334
248,248,248,497,248,248,248,248,248
242,472,242,491,443,242,242,677,472
913,554,554,712,554,373,373,913,809
854,855,854,922,855,1163,855,922,854
1138,1139,1138,1139,1204,1139,1204,1204,1510
532,532,532,532,532,477,532,532,532
1846,1743,1681,1787,1879,1606,1643,1643,1743
677,677,677,677,677,677,677,677,677
858,1039,858,1019,1039,858,858,895,1039
565,565,565,795,565,768,661,565,565
1635,1635,1635,1635,1635,3220,1635,1635,1635
806,806,806,833,806,695,806,806,806
1018,1018,1018,1018,1018,1482,1018,1018,1018
1386,1386,1386,1386,1570,2486,1386,1386,1386
436,436,2539,436,436,3320,2544,436,436
507,507,507,541,507,634,541,541,507
631,631,631,631,631,631,631,631,631
611,611,486,486,486,660,486,486,486
543,543,543,543,543,846,543,543,543
5084,5084,5084,5084,5084,5729,5084,5084,5495
1047,1047,1047,1047,1047,2434,1047,1047,1047
528,528,528,528,528,1133,647,647,528
531,761,531,761,531,1376,883,883,531
399,399,399,399,399,3076,399,399,399
674,674,674,674,674,2267,674,674,674
1115,1115,1115,1115,1115,1115,1115,1115,1115
316,316,316,511,511,723,316,316,511
422,374,374,422,374,423,374,374,374
893,834,834,893,893,653,653,893,893
557,557,557,557,557,1420,850,557,557
587,406,406,646,646,406,406,406,406
1869,1869,1869,1869,1937,2759,1869,1869,1937
720,720,720,720,720,893,720,720,720
858,858,858,1074,1074,860,858,858,858
1362,1181,1181,1362,1520,1181,1181,1181,1181
2275,2334,2094,2433,2796,2094,2094,2275,2275
1581,1581,1581,1581,1635,2335,1581,1581,1635
772,424,424,551,551,772,424,424,772
484,484,484,484,484,484,484,484,484
403,403,403,696,696,696,403,403,403
672,672,672,672,672,970,672,672,672
1475,1475,1475,1475,1475,2338,1475,1475,1475
486,708,486,486,486,556,486,486,486
387,387,387,387,387,805,619,387,387
962,962,962,962,962,963,962,962,962
481,481,481,481,481,1339,481,481,481
1318,1318,1318,1318,1318,1641,1318,1318,1318
603,603,603,603,603,1703,603,603,603
934,934,934,934,934,2131,934,934,934
522,743,522,522,522,1436,522,743,522
438,438,438,438,438,655,438,438,438
1018,1111,1018,1018,1062,1111,1018,1062,1062
969,969,969,969,969,1399,969,969,969
602,602,602,602,602,602,602,602,602
1202,688,688,1442,688,905,780,780,780
1258,740,740,1258,827,1037,1037,740,740
656,656,656,656,1209,2116,656,656,656
3131,3050,3034,3131,3131,2829,2991,3050,3050
382,382,382,382,382,368,382,382,382
1814,1814,1814,1814,1814,3714,1814,1814,1814
701,701,701,701,701,3652,701,701,701
738,738,738,738,738,1354,649,738,649
1031,1031,1031,1031,1031,1449,1031,1031,1031
2156,1903,1903,2714,2156,2378,1903,2156,2156
1246,1107,1107,1246,1246,1108,1107,1173,1173
328,453,453,328,328,1724,328,453,453
2073,2073,2073,2486,2073,2306,2486,2073,2073
1199,1199,1199,1199,1199,1501,1199,1199,1199
1364,1364,1364,1364,1364,1965,1364,1364,1364
520,520,520,520,520,1281,520,520,520
1880,1293,1293,1971,1293,1675,1654,1654,1654
2706,2706,2706,2706,2706,2706,2706,2706,2706
542,370,370,370,370,1017,689,237,237
4286,4401,4174,4648,4174,4401,4401,4401,4401
400,400,137,400,400,400,137,400,400
416,416,416,416,1169,1990,416,416,416
919,919,919,1694,827,1044,919,919,919
1106,1106,1241,1106,1106,3164,1241,1106,1106
1765,1765,2604,1765,1765,3709,1765,1765,1765
911,911,911,929,929,1104,911,911,929
1113,1113,1109,1113,1113,1374,551,1109,1109
651,651,1546,651,1546,1822,651,651,992
1559,1296,1296,1296,1540,1559,1296,1296,1296
436,436,436,436,436,436,436,436,436
1057,1057,1057,1057,1057,1186,1057,1057,1057
966,966,966,966,966,1297,1073,966,966
232,476,232,232,232,495,232,232,232
1965,1876,1876,1965,1955,1876,1876,1876,1876
395,395,395,395,395,920,395,395,395
2244,2244,2244,2244,2244,5179,2244,2244,2244
1851,1851,1851,1263,1851,3196,1851,1851,1851
6301,6301,6602,6301,6301,6252,6320,6570,6570
997,997,997,997,1103,1103,997,997,997
301,301,301,301,502,301,301,301,301
995,995,1249,995,995,2432,995,1338,1338
1251,1050,1050,1299,1299,1050,1050,1050,1050
1160,1160,1160,1160,1160,2830,1160,1160,1160
753,753,753,753,753,1062,753,753,753
1836,1836,1836,1837,1836,1837,1837,1836,1836
635,635,635,983,635,635,635,635,635
1016,1016,1477,1016,1016,1820,655,1016,1016
669,669,669,669,669,894,669,669,669
1777,1777,3936,1777,1777,4712,1777,1777,1777
263,324,263,263,263,324,263,263,263
882,882,882,1281,882,1595,882,882,882
3867,3867,3867,3867,3867,4876,3867,3867,3867
483,483,483,483,483,483,483,483,483
343,343,343,343,343,818,343,343,343
602,602,602,602,602,844,602,602,602
682,682,682,682,823,682,682,682,682
398,398,398,398,398,558,398,398,398
438,438,438,438,438,438,438,438,438
570,570,570,570,570,1119,570,570,570
695,695,695,695,695,1574,695,695,695
685,685,685,685,685,1871,685,685,685
715,715,715,715,715,1506,1077,715,715
776,721,776,707,776,1055,721,721,721
634,634,634,634,634,1225,634,634,634
120,120,120,120,120,1516,120,120,120
414,414,414,414,414,414,414,414,414
2526,2526,2586,2526,2526,3311,2586,2586,2586
826,826,826,826,826,1130,826,826,826
331,331,331,742,742,742,331,331,742
1462,1048,988,1462,1462,1117,988,1302,1302
709,709,415,673,673,476,415,415,415
859,496,496,859,859,382,496,496,859
694,513,513,694,694,513,513,513,513
446,446,446,446,562,272,391,446,446
507,507,507,507,507,1435,507,507,507
1368,1368,1368,1368,1368,2832,1368,1368,1368
467,467,467,467,467,736,467,467,467
453,453,453,501,502,502,501,453,453
364,364,364,364,364,245,364,364,364
445,874,445,445,445,1322,917,445,445
412,412,412,412,504,412,412,412,412
1718,1718,1718,1718,1718,2581,1718,1718,1718
680,680,680,680,680,933,680,680,680
792,792,792,792,792,1055,792,792,792
812,812,812,812,812,2090,812,812,812
651,470,470,651,710,470,470,470,470
1838,1838,1838,1838,1838,2710,1838,1838,1838
1168,1168,1168,1168,1168,1254,1168,1168,1168
645,645,1233,645,1233,2578,645,645,1233
366,492,366,366,366,540,366,366,366
3935,3935,3935,3935,4567,5058,3935,3935,3935
1247,1247,1247,408,1247,2276,408,1247,1247
1291,1291,1291,1246,1630,2071,1291,1291,1630
6314,6314,6314,6112,6314,6975,6112,6314,6314
538,538,538,538,538,610,538,538,538
2945,2945,2945,2945,2945,3094,2945,2945,2945
850,875,850,850,876,876,850,875,875
1105,1105,1026,1105,1379,1027,1027,1027,1027
725,604,604,725,725,484,604,604,725
2093,2093,4180,2093,2093,4354,2093,2093,2093
2000,1487,2000,2000,2000,2055,2000,1487,1487
491,491,491,890,890,1204,491,491,491
1133,1133,1706,1133,1847,3084,1133,1706,1706
1706,1706,2791,1847,1133,2032,1706,1133,1133
828,637,397,828,828,397,397,637,637
837,836,837,837,836,837,837,837,837
1319,706,1093,692,692,692,692,1093,1127
651,651,651,1158,442,990,651,442,442
1119,1119,1528,1693,1693,1792,1119,1528,1119
517,738,517,738,370,738,517,738,738
912,912,912,912,1535,2109,912,912,1535
1312,925,925,1417,535,535,746,925,1417
1409,1243,1243,1535,1320,1094,1157,1243,1812
1398,1398,1398,3658,1398,2799,2793,744,2864
7790,7458,7458,9163,8188,7052,7458,7458,7790
1090,1090,1130,751,751,1090,1130,1296,1296
834,834,834,834,834,1260,834,912,834
311,2501,2501,311,2501,3011,3538,2501,2501
2092,2092,2092,2092,2092,2092,2092,2092,2092
1476,1525,1525,1476,1525,1525,1476,1525,1525
800,684,503,684,503,503,503,684,684
1531,1363,1082,1082,1170,1531,1531,1363,1082
1840,1579,1366,1579,1366,1629,1629,1579,1579
1989,1546,1191,1807,1191,1483,1483,1807,1191
439,395,439,439,395,439,439,439,395
2165,2165,2252,1755,1755,2264,2599,1755,1755
662,662,662,1290,1241,1212,1290,1428,1290
1643,1594,1769,1944,1834,1643,2119,2392,1769
428,428,409,428,428,428,428,428,428
2053,2025,2025,2074,2150,2271,2025,2074,2070
1166,1166,632,1375,1210,1210,1166,1166,632
2998,2483,2327,2327,2510,2413,2510,2804,2442
725,747,747,1566,725,2300,747,747,1597
1637,2417,2745,3564,3564,3236,1637,2417,3564
1438,1438,1421,1473,1473,1354,1438,1438,1473
480,480,480,552,552,480,480,480,552
1261,1386,1386,1428,1386,1428,1428,1428,1668
1411,959,900,1718,1640,845,1321,1475,1640
2112,2112,2112,2112,2112,2112,1271,2061,2112
1272,1023,1023,1272,1023,905,1023,1023,1023
387,407,226,387,523,226,387,226,442
774,774,757,774,774,1980,880,774,774
421,421,241,589,241,347,241,421,589
982,1107,1265,1151,1151,1315,979,982,982
451,688,557,614,557,737,614,688,688
1234,1234,1234,1234,1234,1754,1385,1249,1234
848,848,848,848,848,848,848,848,848
318,861,318,318,318,1571,318,318,861
427,427,427,427,427,700,427,427,649
703,701,701,701,701,762,701,701,701
465,406,225,465,225,225,225,225,225
2398,2350,2350,2269,2350,2504,2350,2350,2483
556,556,556,556,564,686,564,556,556
627,665,598,627,665,646,627,627,627
571,742,571,744,571,1057,742,744,571
544,544,544,544,544,1406,544,544,544
1153,1153,745,1207,967,967,1207,1153,1207
1030,615,615,615,615,1285,1030,615,1030
1159,566,566,1173,883,1183,566,543,566
597,597,597,597,597,509,597,597,597
1061,984,1104,1104,1104,1393,1104,984,1061
1030,1030,849,1030,1281,849,1188,1030,1030
914,914,914,2833,914,1488,2833,1196,2025
608,608,608,608,608,2242,608,608,608
1870,1870,1870,2032,1870,2008,2032,2032,2032
1063,1063,2350,1063,1063,2350,2350,1063,1063
1029,854,854,895,1029,1029,1029,1120,854
463,408,408,463,463,408,463,885,463
1815,1348,1167,1815,1506,1167,1815,1815,1603
1004,1004,823,1004,1063,823,984,1004,1004
361,361,361,361,361,361,361,361,361
517,517,241,517,241,169,517,517,517
787,525,525,525,986,742,525,787,1233
868,868,868,868,868,1401,868,868,868
804,727,727,804,727,1401,1445,1029,763
780,780,780,869,780,1354,468,1062,1354
368,368,368,368,368,2544,368,368,368
421,421,421,476,421,421,421,476,476
629,780,629,961,971,1023,961,629,629
456,404,345,239,503,164,239,239,239
3083,3083,3083,1970,3083,4012,3083,3083,3083
702,702,702,702,702,2196,702,702,702
507,626,507,507,507,1112,626,645,507
228,228,408,529,408,289,228,228,228
1175,1175,1175,1175,1175,3097,1175,1175,1175
1348,1348,1929,510,1472,2476,1348,1348,1348
399,399,399,399,399,399,399,399,399
442,442,442,442,442,442,442,442,442
319,319,319,500,319,319,319,319,319
296,296,296,296,296,296,296,296,296
586,586,586,586,586,813,698,586,586
1331,1331,1163,1331,1331,1331,1331,1207,1093
306,306,306,306,306,306,306,306,306
1734,1734,2727,1734,1734,3884,1734,2727,1734
692,692,692,692,692,692,692,692,692
982,982,982,1011,982,781,781,982,982
624,624,624,782,624,443,443,624,624
839,958,958,839,839,1430,839,839,958
1221,1221,797,797,1221,1560,797,797,797
575,575,575,575,575,601,575,575,575
2702,1577,1577,1577,2876,3193,1577,1577,1577
272,272,272,272,272,535,272,272,272
765,765,765,765,765,765,765,765,765
1215,1215,1215,1215,1215,1215,1215,1215,1215
686,686,686,686,686,686,686,686,686
1120,1120,1120,1120,1120,1121,1120,1120,1120
613,613,613,613,613,660,613,613,613
402,497,402,497,497,497,497,402,402
1220,1220,1220,1220,1220,1234,1220,1220,1220
538,538,538,538,538,877,538,538,538
1436,1436,1436,1436,1436,1761,1436,1436,1436
1766,1766,2588,987,1766,3711,1766,1766,987
242,242,242,242,242,1033,604,242,242
618,618,618,618,618,1163,618,618,618
703,703,703,703,703,804,703,703,703
2996,2996,2996,2996,2996,5899,2996,2996,2996
1463,1463,1463,1797,1797,1797,1463,1463,1463
229,229,229,229,229,229,229,229,229
723,723,723,776,776,723,723,723,723
634,634,634,634,634,1397,634,634,634
712,926,712,712,492,1019,926,926,712
641,641,641,641,439,1124,717,641,641
2483,2483,2483,2483,2483,3244,2483,2483,2483
418,418,418,418,418,714,418,418,418
534,534,534,534,534,759,534,534,534
640,640,640,640,640,2239,640,640,640
1932,1932,1932,1932,1932,2039,1932,1932,2019
559,559,559,559,559,1237,898,559,559
608,608,608,608,608,1577,608,608,608
659,659,659,659,659,659,659,659,659
854,854,854,854,854,1460,854,854,854
857,857,1064,857,857,3222,1004,857,857
537,422,422,537,537,537,422,537,537
961,961,961,961,961,1047,961,961,961
494,494,494,494,517,1356,494,494,517
487,487,487,487,487,826,487,487,487
728,728,728,728,728,1828,728,728,728
308,308,308,308,308,1343,308,308,308
593,593,593,593,593,1790,593,593,593
1080,1080,1080,1080,1080,1186,1080,1080,1080
533,533,533,533,1129,1570,1014,533,1129
649,649,649,649,649,649,649,649,649
1310,1310,1310,1310,1310,2424,1310,1310,1310
971,257,971,971,971,440,257,257,257
693,732,693,693,693,778,693,693,693
1347,1294,1347,1347,1347,1347,1347,1294,1294
820,820,820,820,820,1165,820,820,820
683,683,683,683,683,1158,683,683,683
1056,802,802,1056,1056,1230,802,1056,1056
2103,2103,2103,2103,2103,4074,2103,2103,2103
3031,2405,3031,3090,3031,3440,3031,2405,2405
432,432,432,432,432,1145,432,432,432
1227,1227,1227,1228,1228,1228,1227,1227,1227
1763,1479,1763,1763,2102,2593,1763,1479,1479
1464,973,1223,1464,1464,1223,1223,973,973
2423,2423,2423,2423,2430,2686,2423,2423,2423
603,603,603,603,603,1034,603,603,603
572,572,572,572,572,1737,572,572,572
1776,1776,1776,1776,1776,1869,1776,1776,1776
