UniformRandom,Uniform,GA (1 year),PopulationProportionate,MA,SLS,GA (1 week),AllCityCenter,Random
732,732,732,732,732,732,732,3151,732
555,806,512,512,512,512,555,422,830
1833,1833,1833,1833,1833,1833,1833,1833,1833
718,493,218,218,218,218,493,324,934
1312,1312,1312,1406,1312,1312,1312,3683,1312
664,664,664,664,664,664,664,1440,949
1579,1875,1579,1579,1579,1579,1579,2197,1875
280,371,280,280,280,280,280,386,371
1017,1013,803,803,803,803,1070,803,1013
1406,1406,1322,1322,1406,1322,1322,1406,1406
443,443,443,443,443,443,443,2041,443
2456,2614,2109,2196,2109,2406,2196,2406,2869
571,964,571,571,571,834,571,1362,964
1013,1013,664,578,832,578,578,1013,1013
536,887,239,239,536,239,239,239,536
621,478,621,1300,1066,478,621,2411,1114
599,599,599,505,599,599,599,599,599
430,430,430,430,430,430,430,847,430
443,443,443,443,443,443,443,506,443
211,211,211,211,211,211,211,1445,211
686,686,686,686,686,686,686,1561,686
1629,1571,1769,1571,1769,1769,1769,1769,1571
650,650,650,650,650,650,650,1512,650
411,659,411,411,659,411,411,936,659
554,554,554,1333,554,1333,554,3278,1333
716,814,716,716,716,716,716,1005,808
970,970,970,970,970,1062,970,1187,970
1204,1603,1204,1204,1204,1204,1204,1917,1603
604,604,604,604,604,604,604,1412,1023
883,883,883,883,883,883,883,1289,883
598,598,512,512,598,512,512,776,598
536,805,805,805,1190,536,805,1231,1190
550,550,550,221,550,550,221,550,221
2269,2269,2269,2269,2269,2269,2269,2204,2356
406,406,225,225,225,225,406,225,225
1194,1194,1194,1194,1194,1194,1194,1541,1194
259,259,259,259,259,259,259,259,259
590,590,315,315,315,315,590,421,315
907,907,907,907,907,907,907,3700,907
2650,2650,2539,2539,2598,2598,2598,2358,2598
525,525,525,525,525,525,525,558,675
853,853,853,853,853,853,853,1288,853
695,695,695,695,695,695,695,747,695
204,204,204,204,204,204,204,1241,204
394,213,213,213,394,213,394,213,453
601,601,601,601,601,601,601,1123,601
835,835,835,835,835,835,835,1592,835
1149,1149,968,968,968,968,1149,968,968
1654,1654,1654,1474,1654,1654,1654,1535,1654
1616,1616,1667,1667,1616,1667,1667,2277,1616
1246,1387,1246,984,1387,984,1387,999,1387
650,650,339,475,339,455,650,294,967
607,657,607,607,607,607,607,1276,543
487,487,479,310,310,204,487,310,487
603,531,531,531,603,531,603,531,897
1014,1461,1014,1014,1155,1014,1014,1014,1461
382,1220,382,382,382,382,382,983,1220
810,810,810,399,810,399,810,810,810
586,586,617,617,617,617,586,702,655
325,325,325,325,325,325,325,1146,325
952,952,895,895,895,895,952,995,952
535,869,869,869,869,535,869,1443,869
629,629,629,629,629,887,629,1146,629
616,616,616,435,435,435,616,435,616
752,752,752,752,752,752,791,771,752
504,504,449,449,449,449,563,449,449
1029,1460,1029,1029,1029,1029,1029,1323,420
1197,1197,1197,1197,1197,1197,1197,1628,1197
823,865,716,750,716,823,716,844,750
597,523,523,470,470,470,523,818,523
905,603,603,469,469,469,603,720,1012
1622,1622,1622,1745,1745,1745,1622,1872,1622
988,988,988,988,988,988,988,3423,988
267,267,267,267,267,267,267,1858,267
706,824,706,706,706,706,706,1262,824
1022,957,957,956,956,956,956,957,956
3819,3819,3819,3336,3739,3739,3590,3739,3819
7848,7848,7848,8663,7848,7848,7848,9193,7848
1413,1413,1413,1413,1413,1413,1413,3033,1413
410,314,410,410,410,410,410,642,314
680,946,583,244,680,583,583,244,946
2320,2320,2320,2320,2320,2320,2320,2519,2320
772,844,844,772,844,772,844,844,844
2197,1540,1540,1540,1540,1950,1540,2227,1540
696,696,696,696,696,1123,696,1484,696
3072,3278,2931,2931,3263,3072,3278,3278,3278
514,514,514,514,514,514,514,1688,514
489,489,489,489,489,489,489,1215,489
472,472,417,417,417,417,472,417,472
1859,1937,1859,1802,2119,1802,2119,1796,1937
1820,1820,1820,1820,1820,2089,1820,2175,1820
704,704,704,704,704,704,704,1195,704
404,508,404,404,404,507,404,936,508
945,1602,945,945,1355,945,945,1687,1611
1208,1208,1105,1105,1208,1171,1208,1106,1208
777,899,777,537,777,777,777,537,777
1080,2027,1080,814,1557,902,1080,1112,1133
418,1094,797,1094,797,418,418,797,797
726,2989,1142,726,726,956,1497,1635,726
5045,5124,5095,4692,4946,5095,4692,5095,4809
286,286,837,405,286,286,225,286,286
2257,2257,2931,2257,2257,2257,2257,2257,2257
1707,1707,1707,418,788,1010,365,365,788
2026,2880,2026,2116,2026,2773,1397,1692,1687
3692,3692,1924,3457,1816,1924,1924,1487,1924
402,402,402,402,402,402,402,1033,1033
6290,4174,4174,4174,4174,6340,4174,5108,5916
1746,1024,4612,1113,2771,4446,1024,2054,4116
2312,2312,2312,2312,2312,2312,2312,2727,2312
927,690,690,927,3171,927,690,905,690
586,586,719,1587,3224,586,2999,1313,3144
1870,5340,2154,2154,3118,2154,5381,3621,3118
2641,2641,1804,1986,1481,2110,3209,1492,2065
1815,1815,1815,1815,2847,1815,1815,1815,3425
1945,1945,1945,1945,711,1945,1945,1945,711
819,819,819,819,819,1289,819,819,819
2014,2014,1876,2014,819,2004,819,2014,1044
1861,1861,1861,1861,2346,1565,2346,1861,1565
1175,1175,1175,1175,894,1434,894,1175,894
2136,2136,2136,2136,2085,2521,2085,2136,2075
1803,2238,2238,1803,1803,2238,613,1803,613
3807,3807,3892,4455,4455,4474,2798,3807,3560
1519,1519,1519,1519,3359,1462,961,1519,3477
398,398,398,398,1121,2028,387,398,1121
1329,1194,1329,1194,845,1596,1070,1413,1197
1152,1294,1269,1282,836,1264,806,1507,806
701,464,547,403,352,352,661,815,352
1791,987,2391,1440,1791,2501,1079,2849,952
230,230,230,336,230,336,224,336,224
464,411,411,501,411,328,328,411,411
592,707,370,592,707,482,592,679,560
596,1183,817,596,596,1183,596,1475,596
579,478,502,574,383,478,454,253,383
872,872,872,872,872,872,872,958,1260
1106,432,1106,1106,570,432,570,1452,570
1740,2109,1663,1663,1727,1662,1661,1662,1661
612,727,556,727,727,371,712,612,371
1346,1346,1143,1037,694,571,571,924,1037
900,900,900,900,900,900,865,684,1023
1666,1433,1291,547,1291,1291,1291,1766,1291
802,797,663,1291,802,797,547,366,797
1009,1009,1213,1009,1009,2065,1009,1578,1009
976,1445,832,717,976,1011,628,556,832
396,1359,1072,1153,396,1153,1072,1359,1359
646,646,646,455,646,646,646,215,396
1661,1643,1661,955,1661,1661,1467,892,955
1790,1202,1202,1790,1790,1790,1202,3064,1086
541,1984,726,761,756,726,1126,857,536
952,1062,1062,1062,304,668,1062,1062,1062
1417,1848,1417,1231,1124,1352,1536,1417,1231
3343,2217,2779,2556,2447,2729,2333,2432,2729
1915,3308,1259,950,1009,950,1259,611,1313
665,665,665,665,665,665,665,665,665
1252,1062,1151,842,1062,1151,1151,1516,1391
1860,2028,1531,1805,1827,1964,1465,1673,1452
952,1633,751,906,1068,1000,751,677,1227
1386,1386,1386,514,1353,1386,1353,2453,514
1301,1772,1925,933,933,1925,1157,933,933
1349,1349,1349,1224,1238,1349,1349,365,1418
1591,1591,1591,1571,1144,1571,1591,953,1788
777,777,777,777,777,777,777,828,777
1562,1562,1204,1204,999,1204,1204,865,1204
1958,1958,1958,1958,950,1958,1958,1130,1958
1194,1194,1194,1194,1194,1194,1194,1194,1194
349,349,349,349,349,349,349,349,349
463,463,463,463,797,463,463,255,463
1889,1725,1630,1889,1396,1460,1749,1067,1889
1476,500,1744,786,369,1744,424,369,1476
335,335,335,335,335,335,335,335,335
3584,3584,3499,3349,3499,3499,3499,3171,3584
1708,1756,1408,876,876,1343,1527,1408,876
3670,3670,3670,3445,3445,1012,3590,1815,3590
4792,3457,4168,3779,3105,2877,1605,2658,3105
1414,385,1421,794,1260,580,1260,580,2059
396,396,376,376,396,396,376,215,376
626,626,496,496,896,496,626,863,496
3677,3222,4805,4778,4128,4497,4778,5253,3677
1212,1312,446,1312,1023,446,764,1811,446
2382,2295,2382,2856,2382,2856,2451,3073,2652
2522,2522,2522,2522,2522,2671,2522,2522,2522
382,382,382,382,382,382,382,382,382
397,839,818,397,397,839,818,725,957
560,560,560,560,560,560,560,560,560
474,624,512,474,576,659,615,661,474
435,435,435,435,726,435,435,489,435
386,386,386,386,386,386,386,386,386
607,607,607,607,607,607,607,2130,607
1521,1071,1521,1398,1545,1521,1521,1879,1545
1589,851,631,1229,851,631,1589,2079,631
2517,262,262,1458,1936,262,262,3056,2284
452,452,590,452,452,764,452,1057,452
671,291,231,475,494,494,231,494,231
604,787,1056,500,787,604,1462,2113,604
307,307,307,603,603,307,307,935,307
685,685,546,685,685,763,685,1238,685
508,307,307,307,508,307,508,307,307
2358,2358,2017,2373,2358,2017,2017,2691,2358
677,677,633,599,677,633,633,726,677
507,507,1741,507,507,1741,1741,2936,507
541,541,541,541,541,541,541,1802,541
706,706,706,706,706,706,706,1054,1152
1090,764,764,1090,1090,764,764,1506,884
1261,423,423,1261,1261,1261,1261,2254,423
395,395,395,395,805,395,395,1040,395
217,217,217,217,217,217,217,392,217
778,826,652,652,778,652,652,826,826
861,861,861,861,861,861,861,1467,861
760,760,319,319,760,319,319,667,319
823,823,389,389,823,389,567,795,823
1632,1632,1374,672,1396,672,912,672,1374
1530,1530,1504,1463,1530,1504,1463,1530,1530
772,772,772,772,772,772,772,1939,772
1001,1001,540,540,540,1001,540,1402,540
1790,1790,2547,2547,1790,2547,2547,2901,1790
1651,2009,1377,1975,1651,1975,1975,2188,2101
964,1051,964,964,964,964,964,1268,964
1429,1429,1429,1429,1429,1429,1429,3044,1429
821,735,735,735,1352,1352,1352,1771,735
898,726,726,726,726,726,726,726,878
873,873,873,873,873,873,873,873,873
301,497,301,301,301,301,301,594,497
445,445,445,445,445,445,445,2384,445
415,415,415,415,415,415,415,415,415
1305,1305,1305,1305,1305,1305,1305,1908,1305
356,356,356,356,473,356,356,759,473
704,704,704,704,704,704,704,993,704
611,611,611,611,611,611,611,1105,611
1051,1170,1051,1051,1051,1051,1051,1170,1051
706,706,706,706,706,706,823,752,823
633,633,574,393,574,393,633,393,633
872,916,916,872,916,872,916,965,965
808,1139,755,755,755,755,808,755,808
388,388,388,388,388,388,388,832,676
786,786,786,786,786,786,786,1517,786
622,1143,622,622,622,817,622,1162,1143
504,859,504,504,504,504,504,451,859
1735,1735,1735,1735,2179,1735,1735,2210,2179
812,812,812,812,812,812,812,2674,812
613,1087,1054,613,1054,613,725,840,1087
1519,1250,1180,1180,1180,1180,1180,1309,1519
2364,2590,2590,2364,2590,2364,2364,2590,2590
1225,1307,1001,1001,1001,860,1001,1207,1440
477,477,477,477,477,491,477,966,477
6150,6247,5954,5954,5954,6150,6150,6247,6247
792,792,792,792,792,792,792,2180,792
1403,1403,1403,1403,1403,1403,1403,1816,1403
1017,1017,1017,1017,1017,1017,1017,1803,1210
1947,1757,1757,1503,1757,1978,1757,1978,1947
1993,443,443,443,443,822,443,2325,443
443,2352,1993,1697,2325,1697,2336,549,2325
894,894,894,894,894,894,894,2165,894
2721,3404,2721,2721,2721,3060,2721,3060,2933
1113,1113,1113,1113,1113,1113,1113,3374,1113
9354,9354,9354,9173,9354,9173,9354,9173,9354
1812,1843,1454,1214,1865,1812,1454,1689,1815
1445,1876,1445,1445,1876,1445,1445,2200,1445
1911,1911,1911,1911,1911,1911,1911,1911,1911
3278,3278,3488,2997,3773,3278,3488,3427,3277
1060,994,1044,863,1057,893,994,1038,904
2392,1776,1857,1857,2179,1857,1776,2008,2030
2187,2390,2187,1569,2720,1631,2390,1569,1922
1816,1816,1816,1816,1816,1816,1816,2750,1816
930,930,930,1958,930,1958,930,3872,930
6708,6866,6780,6737,6780,6647,6751,6511,6700
6067,6499,5851,6032,5851,6091,6032,5851,5851
825,1087,639,591,639,639,639,640,1087
977,999,923,711,923,923,999,275,977
925,925,866,866,925,925,925,1268,925
1167,1167,1167,1134,1167,1167,1167,1037,1167
615,615,615,615,615,552,615,606,615
1491,1491,1491,1491,2114,1491,1491,2299,2114
5946,5946,5946,5946,5946,5946,5946,7331,5946
352,352,812,640,352,352,812,366,1014
4615,4615,4615,4615,4716,4324,4615,4232,4716
1111,332,332,332,332,1111,1111,3056,1111
713,713,713,713,713,713,713,2312,713
1775,1860,1860,1775,1860,1775,1860,1860,1793
1918,1918,1918,2740,1918,1918,1918,3851,2962
3856,4201,3677,4182,4011,3856,3677,4201,3677
1339,1339,1339,1339,1339,1339,1339,1843,1339
1632,2172,1998,1860,1998,1078,1998,1998,1998
600,1008,1022,908,949,696,1008,696,1051
4537,5596,5170,4207,5170,5020,5170,4816,4220
2113,1179,1179,2113,2113,2113,2113,3102,2113
3291,2287,3291,3993,3291,3691,3801,4210,3291
2166,2526,2166,2166,2166,2166,2166,2461,2526
560,560,560,560,560,560,560,842,560
499,402,388,388,1048,402,499,388,789
1910,1520,3299,2334,3299,2334,3299,2334,2334
1169,663,1169,1169,1366,1169,1480,1307,1419
5518,5518,5518,6051,5518,5592,5518,5518,6418
1763,1423,1423,1763,1763,2022,1763,1200,2022
14758,14624,15262,14624,15262,14758,15262,13664,14624
3276,4366,3276,2068,4366,3276,4366,1733,4366
920,1089,920,994,1089,994,994,1089,920
1054,1070,1070,1159,1070,1070,1070,1054,1159
2342,2003,2342,2342,2833,2003,2894,2653,2894
3070,3224,2897,3070,2970,2858,3224,2731,3347
4043,4043,3493,4043,4043,4043,4043,4003,4043
1550,1263,1550,1550,1550,1550,1550,1550,1550
849,868,656,868,1302,868,1498,656,1498
1523,1222,1265,902,1523,919,1657,563,1523
5481,5807,6051,5807,6051,5481,5481,5204,5481
1785,1785,1785,1785,1785,1785,1785,1722,1785
2477,3736,2477,3736,1266,2477,2788,1265,2477
4505,4132,4132,4505,5072,4505,4505,4035,4505
1126,1126,1126,1126,1126,1126,1126,1126,1126
1768,1812,1812,1812,1812,1628,1812,1619,1619
1628,1789,1789,1447,1789,1628,1789,1789,1544
406,406,406,406,406,406,406,406,406
706,817,623,623,529,706,623,817,712
2299,2426,2426,2299,2426,2299,2426,2300,2480
1307,1140,1307,666,1005,969,1140,969,1506
971,1158,1125,932,982,959,1053,880,1081
2695,2591,2647,2647,2695,2647,2591,2672,2722
4041,4211,4041,3803,4041,4105,3710,4105,3710
539,1128,539,539,539,539,539,1050,1146
576,576,576,576,576,576,576,2234,576
1414,1342,1342,1342,1254,1414,1254,1552,1254
2328,2307,2280,2280,2280,2280,2280,2329,2455
1664,2474,1664,1664,1672,1672,1672,2011,1672
569,569,569,1944,569,569,1676,2425,569
573,1308,306,486,518,306,306,486,1308
1377,1377,801,785,801,1198,801,1377,785
2226,2327,2023,1758,2110,2023,2023,1574,2110
643,268,268,643,268,268,268,743,268
1085,1085,1085,1085,1085,1085,1085,3050,1085
1177,700,1182,700,1302,1302,647,916,1096
2404,2373,2373,2352,2373,2418,2207,2373,2404
1144,556,1096,1160,1144,556,1096,2353,1096
404,203,203,203,217,203,217,203,203
1145,1145,1303,1145,1145,1204,1303,964,1303
2158,2158,2176,1876,2176,1876,2158,1810,2176
2784,2932,2692,2692,2692,2692,2784,2692,2713
325,170,325,325,325,325,325,965,325
480,703,480,480,480,480,480,823,801
457,528,540,457,540,457,540,540,540
4696,5121,4753,4753,4753,5138,4753,4696,5121
1177,1177,1177,1925,1925,1177,1177,2359,1925
631,631,631,631,631,631,631,1611,631
470,470,470,470,470,470,470,470,470
486,486,486,2374,486,486,486,3183,2374
511,466,466,466,466,466,647,466,466
713,653,653,713,713,713,713,1023,653
946,519,611,611,519,519,611,519,519
497,623,497,497,497,497,497,1124,497
2258,2258,2258,1353,2258,2258,2001,2223,2001
1921,1455,1499,1499,1892,1499,1455,1501,1455
1248,2479,519,1248,1248,2247,1248,1822,1248
3293,3293,2962,2822,3090,2962,2962,2794,2962
1430,2352,2300,2642,2300,2300,1430,2642,1430
1172,1295,803,803,1172,803,476,443,346
1737,1737,1737,768,1737,1737,1737,1737,988
981,981,774,774,976,774,774,774,774
1163,907,1163,684,1163,1163,684,1091,879
387,387,387,387,387,387,387,387,387
1380,1544,733,733,1041,1380,945,733,845
1781,1781,1693,1543,1781,1781,1501,748,1693
3080,3080,3080,3447,1925,2879,3447,3124,1925
4554,4554,3137,3232,3338,3900,3137,3370,3137
2283,2283,2402,2283,2402,2469,2402,2283,5037
5919,5919,6057,5841,6057,7143,6057,6057,5962
2450,2450,2450,2450,1215,1739,1215,2450,1215
769,1303,769,769,769,1443,769,748,769
542,542,643,783,643,542,542,468,362
1191,1230,1191,1300,1191,1300,1191,760,1462
1344,1728,1417,1676,1344,1799,1344,940,1417
1693,1693,1516,1587,1387,1781,1293,1101,1387
1044,1044,1044,1482,1499,1623,1482,1675,1482
981,981,1034,981,819,2374,981,2021,981
413,685,635,635,685,635,635,685,635
823,741,575,747,575,741,575,1006,575
1087,1087,837,1562,1087,1087,1087,1700,1435
586,792,586,586,586,792,586,658,586
358,447,358,358,358,416,358,358,358
662,259,766,662,662,471,662,471,471
1443,1443,1443,1443,1443,1443,1443,2117,1443
581,400,400,400,468,640,581,400,581
3747,3782,3504,3546,3504,3207,3504,3207,3546
1179,355,355,355,355,355,355,801,1320
1974,1974,1578,1517,1578,1321,1321,1614,1977
1829,1864,1829,1829,1829,1864,1829,2691,1829
1719,1722,1719,1644,1644,2014,1330,1156,1719
441,441,441,441,441,441,441,349,441
3606,3444,3281,3348,3348,3221,3348,2646,3606
1094,1094,1094,1094,1094,1094,1094,454,1094
1404,804,1225,804,804,1824,804,1705,804
724,724,724,724,724,724,724,2657,724
841,841,841,558,841,661,915,1090,558
574,519,519,519,519,519,574,400,519
749,684,749,675,675,960,921,612,684
734,735,261,261,447,514,261,735,261
301,301,301,301,301,301,301,1139,301
489,489,489,489,489,489,489,870,489
561,893,590,561,561,360,561,360,561
847,847,1268,753,847,1810,847,1748,753
1894,1894,1894,1894,1894,1894,1894,2454,1894
1406,1225,1225,1225,1225,1225,1406,1225,1225
860,860,1535,1535,860,1535,1535,2209,860
614,614,614,525,525,771,525,864,525
812,812,812,537,812,812,537,643,537
723,723,723,723,723,325,325,614,723
973,973,973,973,973,973,973,2737,973
895,895,895,895,895,895,895,990,895
716,1069,970,716,716,970,716,1069,716
323,323,323,323,323,323,323,2289,323
424,424,492,424,424,896,424,1263,424
721,721,721,721,721,721,721,2342,721
248,248,248,248,443,248,248,788,248
675,675,675,675,675,675,675,1150,675
1290,1290,1290,1290,1290,1290,1290,2474,1290
418,418,418,418,418,418,418,2362,1433
500,500,500,500,500,500,500,931,500
879,879,879,879,879,879,879,934,879
917,777,777,777,777,917,777,1383,777
725,725,471,471,725,471,725,946,471
1814,1814,1229,1814,1283,1814,1283,2091,1814
1138,1138,601,1138,1138,1648,1138,1712,1138
435,486,435,435,435,435,435,597,435
214,214,214,214,214,585,214,1049,214
958,958,958,958,958,958,958,1047,958
565,565,565,565,565,565,786,1444,565
498,498,1292,498,498,498,1064,1356,498
723,723,723,723,723,723,723,2613,723
699,699,699,699,699,817,699,1059,1059
787,886,787,547,787,547,787,547,547
288,904,288,288,288,288,288,763,288
1231,1763,1231,1231,1231,1263,1231,1514,1577
515,769,584,455,584,584,769,584,930
1498,1498,1566,1498,1498,1367,1498,1872,1498
1479,1479,1491,1399,1479,1399,1479,1491,1086
164,470,164,164,164,164,164,457,164
482,482,482,482,482,482,482,1647,482
1088,1088,1088,1088,1088,1088,1088,1752,1088
271,493,271,271,271,271,493,502,493
1078,1078,1145,1078,1386,1078,1078,1386,1078
891,891,891,891,891,904,651,904,891
585,585,585,530,585,530,585,530,585
720,737,524,465,524,524,524,284,737
873,873,873,873,873,1142,873,1286,873
1152,1152,1152,1152,1152,1152,1152,1743,1152
803,803,803,715,803,715,803,1013,882
1638,1706,1566,1566,1566,1566,1706,1656,1706
696,788,696,383,696,696,383,802,788
469,747,469,469,469,469,747,1230,469
2317,2317,2098,1547,2317,2020,1823,1475,2282
743,743,743,743,743,743,743,1025,743
1495,1443,1495,857,1495,1495,1495,1150,1443
1947,1947,1947,1563,1947,1947,1929,1897,1929
818,818,818,818,818,818,818,1815,818
920,920,1033,1054,920,1054,920,1033,1588
4768,4768,4470,4291,4768,4768,4768,4385,4768
815,2536,815,815,2536,815,2536,2118,1544
617,617,617,617,617,617,617,617,617
1884,2087,1884,1564,2087,1884,1884,1579,2087
1725,1725,1706,1185,1725,1706,1706,1725,1725
830,999,776,607,999,776,830,999,999
1285,1536,1057,503,1423,1285,1285,1423,1536
2720,2878,2720,2539,2720,2539,2720,2539,2878
1361,1361,1203,1022,1475,1022,1262,1022,1475
1073,1073,1073,361,1073,1073,1073,1233,1073
1753,1753,1753,1726,2365,1753,1906,1753,1753
964,964,964,964,964,964,964,1569,964
199,199,199,199,199,199,199,199,199
2376,2293,2293,2153,2293,2153,2153,2520,2153
765,765,765,730,765,765,765,549,730
790,790,1020,790,790,790,1020,1220,790
916,916,916,868,867,868,1102,819,868
1154,1616,1154,1154,1154,1154,1154,2029,1616
1563,1563,1563,1563,1563,1563,1563,1563,1563
1006,1006,947,947,947,623,1006,932,855
505,505,505,505,505,505,505,2577,505
799,799,1050,799,1050,1050,1050,946,799
2643,2643,2643,2643,2643,2703,2569,2772,2957
2615,2813,2790,2615,2653,2615,2615,2790,2775
1341,1434,1341,1434,1341,1341,1274,1434,1434
427,427,427,427,427,427,427,599,427
614,836,836,836,614,614,873,845,1421
695,695,695,1675,601,1675,695,1962,601
757,969,757,816,757,757,757,896,1396
437,437,437,437,437,437,437,1802,437
729,729,729,729,729,729,729,836,729
1687,707,1687,1688,707,1688,1687,3610,1687
213,488,213,213,213,213,213,319,319
465,465,465,465,1125,465,465,1699,1125
349,349,417,349,417,349,417,1188,349
847,1042,847,847,847,847,847,1254,1326
2262,2647,2262,2262,2265,2642,2642,2700,2647
386,386,607,386,1378,906,607,1378,386
937,937,768,937,937,937,937,1105,937
4397,4515,4397,4397,4397,4397,4300,4515,4515
3388,4419,3945,3131,4148,3882,3945,3882,2968
2157,2157,2157,1722,2157,1943,2157,1943,1722
2176,2176,2176,1957,2176,2010,2176,1950,2176
1072,1220,1072,484,1072,604,1072,484,961
542,542,542,542,542,542,542,1085,542
1072,1167,1072,1072,1167,1072,1072,1178,1072
4084,4531,4084,3771,4377,3905,4254,3531,4091
685,685,685,685,685,685,685,593,685
1194,1194,1514,1683,1194,1514,1514,3393,1194
1811,1811,1811,1811,1811,1811,1811,2749,1811
899,899,899,326,899,622,899,899,899
1752,2192,1915,1175,2192,1175,1915,1131,1752
1781,2160,974,616,2002,974,974,1169,1781
1338,1641,1338,773,1847,1061,1338,337,1061
324,324,324,324,324,324,324,324,324
3363,3363,3363,3130,3363,3278,3363,3244,3363
2386,2386,2386,1982,2386,2386,2386,1982,2386
840,840,840,840,840,840,840,1849,840
373,666,419,373,419,717,419,373,789
2832,2832,2034,2373,2274,2832,2274,2034,2832
1321,1321,514,1321,514,1321,514,2098,1321
1552,1552,1552,1552,1552,1552,1552,1375,1552
686,686,686,500,500,686,500,686,686
2799,2799,2799,2723,2799,2799,2799,2743,2437
2177,2177,2177,2177,2177,2177,2177,2177,2177
3283,3283,2125,2464,2125,2125,2125,2850,2464
837,855,329,329,509,329,329,509,572
825,825,825,657,825,657,825,825,825
352,352,352,352,352,352,352,1314,352
1582,1582,1582,1582,1582,1582,1582,3524,1582
426,426,1174,1265,1174,426,1174,2368,1298
1236,1236,1236,1236,1236,1236,1236,1016,1236
730,1459,730,730,1459,730,1459,1459,1459
296,492,296,392,296,492,296,589,589
650,614,650,853,810,236,853,1091,650
535,535,426,773,426,722,535,805,640
1099,606,463,622,1099,463,463,2396,1402
1504,1504,1769,1769,1492,1924,1648,2062,1504
2414,2754,2414,2414,2414,2414,2414,3244,2754
690,690,690,690,690,690,690,598,690
742,722,539,683,742,663,539,502,841
252,252,912,912,912,909,909,1486,912
261,768,261,297,768,261,297,803,261
651,920,920,651,920,651,920,1064,651
262,262,262,262,262,262,262,262,262
472,472,232,232,232,232,472,232,472
1699,840,1699,1699,899,840,840,2323,840
640,640,640,640,640,640,640,666,640
570,570,570,653,570,570,570,1327,570
678,1301,678,678,1390,678,1301,1875,1301
1055,1345,1055,1055,1055,1055,1055,1395,1345
1877,1935,1302,1302,1302,1302,1877,1581,1935
219,219,219,219,219,219,219,1544,219
877,877,877,877,877,877,877,983,877
465,465,465,465,591,591,465,1023,465
2115,1736,2023,2575,2023,1736,1736,3387,2042
434,877,434,434,906,877,877,1102,434
774,774,774,1329,774,774,774,1874,774
836,836,836,836,836,836,836,2451,836
685,971,878,685,1290,878,878,1171,566
1409,1409,1409,1409,1409,1409,1409,2271,1409
675,627,627,627,627,627,675,818,818
3050,1808,3050,3224,3050,3224,3050,4272,3050
767,551,551,551,551,551,767,551,767
584,618,618,618,618,618,618,846,618
392,392,392,392,392,392,712,828,766
1234,1234,1234,1234,1234,1234,1234,3487,1234
695,695,695,695,695,695,695,1163,695
252,252,252,252,252,252,252,1998,252
1553,1587,1687,1587,1587,1587,1687,2172,1587
348,348,348,348,348,348,348,348,348
413,413,413,413,413,754,769,1087,769
1338,1338,1338,1338,1338,1338,1338,1338,1338
1049,1152,1406,1049,1049,1152,1152,1581,1049
2677,2907,2677,2677,2677,2677,2677,3507,2907
691,740,683,683,683,691,683,903,683
1084,1418,1084,1084,1084,1084,815,1228,1133
613,708,613,613,708,613,613,595,613
936,936,902,1768,902,936,936,1791,1552
565,1026,565,565,565,565,565,792,565
455,455,455,455,455,455,455,834,455
880,968,880,880,880,880,880,1178,880
1308,343,343,559,343,559,237,343,512
893,893,573,573,893,573,573,1225,573
340,814,780,340,340,340,340,469,340
1499,1499,843,303,630,843,632,418,303
1200,1262,399,1022,592,1022,592,1262,1022
492,992,462,462,462,492,462,637,462
964,2246,1321,964,1442,1414,964,1139,964
631,2923,1028,607,631,2832,1053,1508,607
117,117,117,117,117,117,117,117,117
619,619,619,619,619,619,619,1372,619
355,355,355,355,545,545,355,767,545
478,478,478,443,478,262,443,262,443
1059,625,625,625,625,1068,625,1323,625
316,316,316,316,316,316,316,135,316
439,439,281,444,281,439,439,2383,281
286,286,286,286,286,286,286,286,286
348,348,348,348,348,348,348,348,1120
592,583,1031,624,583,957,283,957,1031
1268,1268,1268,1130,1130,1268,1130,1268,1268
2165,2165,2087,1918,1918,2165,1918,1918,2528
813,813,813,813,813,813,813,813,813
1207,1491,1207,1207,1207,1207,1207,2321,1207
1186,633,1072,745,745,745,633,860,823
946,776,776,607,721,946,721,488,883
905,1873,905,905,905,905,905,1369,1545
1056,1075,990,959,1056,990,801,620,959
1411,581,581,1411,581,883,883,2050,581
124,846,846,846,124,846,846,1187,846
1238,653,653,653,653,1251,653,1378,653
1374,676,676,1374,676,676,676,2559,676
855,753,753,753,753,857,753,1286,753
1171,931,931,931,931,931,1112,931,931
828,769,769,769,769,588,769,588,769
614,515,515,456,515,456,456,275,456
694,514,514,514,514,514,514,775,514
1146,1146,1146,1146,1146,1288,1146,1580,1146
1757,1757,1757,1757,1757,1757,1756,1757,1757
405,405,405,405,815,405,405,1147,405
795,795,795,795,795,795,795,1084,795
673,673,673,673,673,673,673,2639,673
305,884,305,305,884,305,305,923,884
571,571,571,571,571,571,571,1093,571
1525,1525,796,1525,1525,1807,1525,2099,1525
1090,1090,1090,1090,1090,1090,1090,1097,1090
1623,1712,1712,1623,1623,2133,1712,2197,1623
926,926,926,926,926,926,926,2524,926
872,872,777,777,872,777,872,1102,777
1356,1356,1356,1356,1356,1356,1356,1931,1356
1256,1256,1256,1256,1256,1012,1256,1275,1256
581,581,328,328,581,328,581,803,328
737,497,678,497,497,497,678,497,497
654,461,461,461,461,654,461,1324,461
523,523,523,523,523,523,523,2462,523
1676,837,837,1676,1676,1676,1676,2781,1852
733,733,733,733,733,733,733,834,733
