UniformRandom,Uniform,GA (1 year),PopulationProportionate,MA,SLS,GA (1 week),AllCityCenter,Random
649,649,649,649,649,649,649,649,649
368,368,276,276,276,276,368,276,543
198,304,198,198,198,198,304,304,304
1740,1821,1740,1740,1740,1740,1821,2235,1821
12597,12597,12597,12597,12597,12597,12597,13072,12597
3331,3331,3115,2935,3236,3115,3115,2996,3556
142,142,142,142,142,142,142,983,142
3891,3891,3891,3661,3891,3661,3891,3680,3891
5962,6410,5962,5962,6089,5962,6089,5963,6410
686,686,431,250,686,250,431,250,606
798,1014,713,573,798,620,798,404,1014
390,390,390,390,390,390,390,1271,1289
849,849,849,849,849,1034,849,511,849
2767,2965,2411,2411,2767,2752,2411,3085,2965
2236,2487,2236,2236,2236,2487,2236,3056,2487
4855,4846,4401,4401,4401,4846,4401,4724,4846
3302,3302,3302,3302,3302,3302,3302,3431,3431
667,667,1142,920,1142,920,1142,1142,1060
629,629,678,678,678,678,678,919,678
1225,1044,1044,1044,1044,1044,1284,1044,1284
665,665,428,356,356,356,665,356,704
1224,1579,1224,1224,1224,1224,1224,1413,1871
634,334,634,634,634,634,634,837,634
320,320,990,990,990,990,990,2997,320
9969,10261,9614,9614,10261,9614,10261,9953,10261
925,925,925,925,925,925,925,3278,925
1418,1788,1418,1130,1418,1342,875,914,875
1146,1754,943,943,943,1111,738,477,1329
659,3556,659,659,1282,659,659,2696,1282
1719,3033,1719,1719,1719,1719,1719,3033,3037
2342,1400,1421,727,1301,690,727,890,1400
718,718,718,2765,2129,718,2630,2359,1219
3613,3692,539,1568,2614,539,3613,1156,3613
11584,10157,10505,10357,11525,9535,11584,9654,11584
3158,2703,5090,2703,5090,3158,2954,1768,3181
4395,4427,4233,4427,4436,6294,4395,3888,5301
785,1949,1698,1949,1564,1605,785,820,785
856,1861,1928,856,914,1928,1928,1336,914
3770,2890,3372,3770,3770,3372,3372,3996,2977
1378,902,2093,1378,1378,1072,1072,1960,2093
2115,1756,1164,2115,2115,1164,1164,3746,1164
1316,3083,1249,1545,1740,949,1249,2459,1249
2684,2323,1221,2684,2684,1320,1018,2478,2081
1426,3628,3251,1426,1426,3265,718,3987,1426
4826,4826,5046,6002,5046,5046,4826,4826,5507
2851,2851,1745,1905,2411,1745,1745,3118,1745
5837,3443,3960,5038,4175,3960,3217,3678,3217
5384,5384,4771,5672,8260,4771,6499,5384,6499
1881,1383,1881,1834,1589,1881,1881,2325,1589
4620,4676,4385,4620,4155,4385,4385,5516,4155
1862,4460,1224,1224,4173,2025,2025,1862,1003
2483,1792,3915,3915,2483,1280,1280,1695,1280
3330,3192,3263,3330,3330,3269,2996,2203,3254
2340,2710,2273,1969,2340,2340,1502,1969,2273
2602,6022,2602,6180,5976,6307,6329,5976,6307
3752,3338,3367,3534,3015,3240,3495,2602,3240
2193,3834,3655,3834,4472,1582,3498,4875,1896
1860,2218,1809,2106,2193,2657,1759,3302,1648
2749,2568,2680,2587,1860,2235,1483,3112,2626
2168,2673,2621,2694,1911,2522,1655,2881,2017
7476,4113,6480,3507,4546,2758,2829,5911,2602
3370,2063,1658,4832,4267,1684,1584,3554,3924
1980,5509,5186,5862,3406,5509,3988,4684,1826
4517,2594,3103,2664,4517,2279,2473,1591,2814
3323,1574,725,2843,2534,827,682,2331,1707
1367,3478,5620,1711,1947,4357,4809,2968,4684
2966,2230,1333,2613,2191,927,678,2199,1906
2199,4081,1529,3222,2466,2045,879,2288,1783
2681,2700,2221,1142,2681,2221,317,4734,2221
4734,3574,3795,2692,2692,4081,4596,6808,3795
4200,5274,3433,4321,5274,4296,4469,5274,3433
3889,5005,2128,3141,4172,2468,2498,3403,1565
5364,2320,4544,5364,2458,4460,5364,5005,5005
2320,2294,2307,1988,2215,2055,2120,2458,2458
2075,3564,772,1587,2783,772,1059,1728,1271
1345,1016,840,741,1345,1207,498,837,498
1518,1673,1402,1234,1518,1402,495,1518,624
483,2129,1912,2272,1085,1912,483,2272,483
1163,1306,2564,2261,2564,2732,1003,1163,1163
998,2201,963,968,1248,1251,358,2541,898
3744,4635,2662,4994,6288,6288,3808,4915,4086
3228,2049,2623,3451,4271,3228,2911,5104,2781
1358,3136,2353,3136,2706,2353,1863,2534,852
1335,1253,1659,2054,1425,2253,1454,1335,926
786,1188,972,723,823,1321,1159,822,542
746,746,749,1280,1113,1094,823,1353,258
398,819,398,398,398,398,398,398,398
593,534,510,353,692,353,510,353,353
287,1011,287,488,1011,1234,287,1585,1011
750,759,750,750,759,750,750,750,758
508,581,724,804,590,590,724,879,590
1254,416,416,416,1254,416,1254,2066,416
3591,3889,3575,3575,3176,3591,3575,3889,3591
951,1061,951,951,1259,951,1018,1259,865
1346,589,1090,1064,1346,1265,1265,1552,1265
729,1067,320,320,817,320,320,1494,938
839,845,673,673,673,845,673,1104,966
570,1017,1158,773,1158,1158,570,2207,1158
781,781,781,781,781,781,781,1962,781
1129,644,1129,1011,1129,1011,1129,1566,1129
3089,3201,3089,3089,3089,3089,3089,3297,3089
654,596,654,596,654,654,596,794,596
1387,1387,1387,1387,1387,1387,1387,3046,1387
2851,2674,2674,2674,2674,1549,2674,3169,2851
1496,1496,1496,1496,1496,1496,1496,2359,1496
610,343,343,343,343,343,435,343,343
303,303,303,303,1032,303,303,1606,1032
515,515,515,515,515,515,515,3467,515
1203,551,551,551,551,551,551,858,551
1919,2202,1919,2202,1919,1919,1919,3032,1919
647,647,647,647,842,647,647,1187,647
880,501,501,501,501,880,501,1145,880
589,544,544,544,544,544,589,906,857
6532,6292,6292,6292,6292,6292,6473,6292,6292
1420,1544,1457,1420,1420,1521,1420,1328,1420
434,710,434,434,434,434,434,342,434
672,803,853,672,672,853,672,1145,672
707,707,707,707,707,707,707,410,707
1666,1666,1666,1647,1666,1666,1647,1666,1403
827,827,796,738,796,796,738,827,738
1238,1238,1238,1238,1238,1238,1238,3474,1238
925,925,1600,1600,925,1600,1600,2234,925
441,383,441,383,653,441,383,581,441
630,630,686,686,686,686,774,630,630
911,911,1164,911,1164,911,911,1386,911
581,581,581,581,581,581,581,2889,581
678,678,678,678,678,678,678,1540,678
718,718,718,718,718,718,718,719,718
814,800,800,800,800,800,800,800,800
118,118,118,118,118,118,118,3053,118
1171,1171,1171,1171,1171,1171,1250,1256,1171
341,341,341,341,341,341,341,2285,341
627,627,627,627,627,627,627,966,627
715,715,715,1554,1130,715,715,2035,1130
1173,1173,1173,1173,1173,1291,1173,1402,1173
827,827,827,827,891,827,827,827,827
586,586,586,586,586,586,586,1942,586
348,348,348,348,348,348,348,394,348
347,347,1381,1381,1381,1381,1381,3078,347
970,970,1172,1172,1172,333,1172,2277,970
2323,2323,2323,2323,2323,2549,2323,2978,2323
4013,4013,3730,4013,3730,4013,3730,4843,4013
1589,1589,1589,1589,1589,1589,1811,1898,2001
2101,2101,1783,2101,1783,2101,1783,2731,2101
491,491,379,379,379,379,491,606,932
438,438,438,438,438,438,438,1199,438
705,705,705,545,705,705,705,705,705
891,710,710,710,710,710,891,710,710
312,312,312,312,312,312,312,1184,312
652,652,652,652,652,652,652,1231,652
2018,2018,1927,1927,1927,1927,1460,1971,1362
105,105,797,105,105,105,105,1185,105
245,245,245,245,245,245,245,816,798
679,679,679,679,679,679,679,827,827
446,446,265,265,265,265,265,446,446
562,562,562,562,562,562,562,2031,562
681,847,681,681,847,681,853,1112,847
519,519,519,519,519,519,519,580,699
1288,1196,1196,1196,1196,1196,1288,1196,1196
881,881,881,881,881,881,881,1581,881
4382,4382,4382,4382,4382,4382,4382,4705,4382
881,881,635,635,635,635,635,1495,881
2172,2172,2172,2172,2172,2172,2172,2591,2172
524,524,524,524,674,524,524,1281,524
1237,1237,1237,1237,1237,1237,1237,3786,1237
822,822,822,1803,822,1803,822,3695,822
2456,2456,2456,2456,2456,2456,2456,3821,2456
832,832,832,832,832,832,832,1357,832
1200,1200,1200,1200,1200,1200,1200,1289,1200
375,375,375,375,375,375,375,375,375
4244,4244,3977,4244,3174,4244,3174,4765,4244
1663,1490,1490,1490,532,1663,532,1980,1490
1337,1337,826,826,707,959,826,1298,826
959,1050,628,753,628,753,536,753,1050
1164,488,1164,1164,1164,488,1245,1838,488
3429,3589,3132,3132,2815,3194,2815,3132,3670
1142,1142,1142,1946,1142,1142,1142,2446,1946
2629,1825,2629,2629,2629,2629,2629,3748,2698
1902,1970,1508,1508,1330,1758,1330,1758,1963
4680,4680,4344,4344,4344,4344,4435,4138,4344
1195,1364,832,674,832,832,832,493,1364
687,687,687,687,687,687,687,687,687
536,536,536,536,536,536,536,1394,536
1785,2151,1341,1341,1785,1341,1785,1816,2151
1473,2378,1473,667,1104,1104,1473,1354,1104
1074,1146,777,124,598,598,777,417,1146
1873,1873,1873,1552,1873,1873,1873,1674,1873
1731,1731,1731,2090,1731,2090,2090,2159,1731
1297,1297,960,987,960,960,1059,961,1348
1261,1261,1261,1261,1261,1261,1261,1261,1261
1273,1273,1273,1151,1273,1273,1273,618,1273
1860,2340,1978,1530,1978,1860,1978,1503,2180
1270,1612,1270,1139,1270,1270,1270,1612,1270
1016,1016,1016,1016,1016,1016,1016,1016,1016
490,490,490,490,1256,1107,490,1489,490
1034,1104,974,974,1206,1005,1206,1005,1071
795,795,593,593,795,753,795,1267,795
1264,1264,1161,1195,1264,1161,1264,1451,1264
480,570,221,221,775,221,820,1004,836
466,466,466,466,466,466,466,1867,466
1722,1722,1722,1649,1722,1722,1722,2182,2054
385,385,385,385,385,385,385,521,385
1636,1368,1368,1368,1368,1368,1368,1798,1754
1053,500,1053,1053,1053,1098,1053,1362,1130
839,821,839,839,839,839,875,1103,1103
555,555,555,555,555,555,555,604,555
1000,1183,1000,1000,1000,1000,1000,1173,1459
1865,1865,1865,1865,1865,1865,1865,2697,2327
657,878,657,657,878,530,657,859,971
7338,7338,7338,7338,6712,7338,6712,7868,7338
779,750,539,539,779,539,779,539,779
908,1007,796,582,908,582,908,582,1262
1634,1043,1043,1043,1043,1634,1043,1634,1043
3897,3897,3811,3718,3811,3718,3897,3811,4267
1890,1793,1890,1635,1890,1635,1793,1454,1694
2306,2605,2306,2176,2306,2176,2306,2075,2306
764,111,764,307,764,111,764,404,611
2629,3033,2629,2629,2629,2629,2629,3202,3295
785,785,785,785,785,785,785,1745,785
600,607,417,417,417,607,600,831,496
4655,4474,4655,4474,4474,4474,4655,4474,4714
829,770,829,589,829,589,829,589,1274
1011,1477,916,1011,1011,1011,1011,1414,1128
1174,1536,1140,865,1174,865,1174,912,1581
2114,2255,2052,1655,2114,1655,2114,1661,2413
444,444,444,444,444,444,444,1748,444
725,725,725,598,725,725,598,725,725
1025,1304,1025,308,1025,584,400,236,1304
401,1060,1060,1060,1060,401,1060,1634,1060
245,245,655,245,655,902,911,987,902
990,990,990,990,990,990,990,2912,990
383,383,383,383,383,383,383,383,383
926,985,985,926,745,985,926,745,985
3211,3951,3594,3211,3211,3211,3211,2902,3709
604,1066,604,604,604,604,604,1429,604
1053,862,862,344,556,889,889,683,626
572,572,572,572,1364,1839,572,1333,1269
2276,1960,357,969,2276,2387,1390,1454,1152
1071,1071,1071,1071,1071,1071,1071,3861,1071
1088,1088,500,1544,1088,1088,1088,1409,1088
1270,1270,1270,1074,1074,1074,1074,1360,1074
1061,1612,1061,1061,1402,1061,1061,1724,933
313,445,445,445,1005,313,445,1393,1005
1526,1526,1526,1526,1526,1526,1526,3099,1526
1138,1077,1138,1077,1138,1138,1077,1138,1077
380,380,380,380,380,403,380,1265,403
2943,2430,2430,2769,2430,2146,2430,3260,2430
361,619,619,361,361,619,361,1048,361
864,864,914,733,864,914,864,1206,733
1517,1614,1359,1178,1359,1178,1359,1178,1178
1848,1848,1848,1347,1511,1511,1347,1353,1559
867,1347,867,612,867,867,612,431,770
3147,3147,2549,2549,2945,2549,2170,2308,2549
1341,1499,1138,662,1341,844,700,747,741
1013,1013,358,358,358,358,358,737,737
2603,2603,2437,2248,2437,2603,2408,1861,2603
1639,1639,1639,1639,1639,1639,1639,1577,1639
1194,1173,781,418,1173,849,418,1173,1194
911,639,458,639,797,458,639,458,911
1384,1407,1407,704,1384,1255,704,1260,1852
318,318,318,318,318,318,318,318,318
242,992,242,992,242,242,242,1875,242
1752,1752,1481,1834,1834,1752,1241,1834,1308
605,556,605,425,605,605,556,605,605
478,478,478,478,478,478,478,615,478
1551,1506,1506,1506,1506,1551,1678,1506,1551
615,479,479,528,479,714,528,529,480
302,472,472,472,472,472,472,340,929
644,856,856,978,644,889,524,323,758
894,894,894,894,894,894,894,463,894
1901,1901,1901,1901,1901,1901,1901,3014,1901
1370,694,1370,1451,1451,1451,1370,2044,1717
573,828,1225,828,749,1977,1182,502,573
399,420,288,447,420,448,399,448,399
306,1033,634,634,306,634,634,1316,634
654,432,432,432,513,432,432,693,432
260,260,260,260,260,260,260,1180,260
1001,1366,1001,1001,1001,1001,1001,1327,1001
695,727,695,695,727,695,695,978,695
1133,1912,1133,1912,1133,1133,1133,2731,1133
468,307,307,307,307,307,488,307,307
298,298,298,2452,298,2457,298,3233,298
523,523,567,523,523,797,523,1213,523
445,445,445,445,445,445,445,672,445
767,767,2965,3034,2965,3034,2965,3034,2965
805,636,636,530,636,636,530,636,530
569,569,569,569,569,569,569,1702,932
1230,1230,1230,1230,1230,1230,1230,1230,1230
570,570,570,570,570,570,570,865,570
837,508,508,508,508,508,396,623,508
672,672,460,460,672,460,402,600,460
342,342,342,342,342,896,342,1262,997
764,764,568,328,568,328,568,328,328
620,920,759,361,759,361,361,544,361
616,616,616,616,616,616,616,1969,616
306,306,306,306,306,306,306,1480,923
416,235,235,235,235,235,416,235,235
407,407,407,407,407,812,407,1135,407
538,538,477,477,477,477,477,538,477
2214,1752,1752,1752,1993,1752,1993,2503,1993
1302,1302,1302,1302,1302,1302,1302,1824,1302
379,379,379,379,379,379,379,673,379
914,914,914,914,914,914,914,915,914
3163,3223,3163,3163,3163,3163,3163,3292,3223
509,509,509,509,509,509,509,848,509
1065,1065,1065,1065,1065,1065,1065,2165,1065
507,555,306,306,507,306,507,306,555
265,265,265,265,265,265,265,201,640
606,606,606,606,688,606,606,1080,688
1520,1732,1324,1324,1324,1324,1324,1084,1761
388,388,388,388,649,388,649,913,1127
1370,1418,870,870,839,870,839,774,1418
415,415,415,415,415,415,415,1864,415
1362,1362,1148,1148,1148,1148,1466,1148,1426
716,716,716,629,716,629,716,736,716
2307,2307,2307,2307,2307,2245,2307,2314,2307
1372,1372,1372,1372,1372,1372,1372,2338,1372
440,440,440,440,440,440,440,440,440
523,523,523,523,523,523,523,2466,523
1217,1217,1217,1217,1217,1217,1217,1845,1796
299,299,1534,2043,299,1534,1534,3093,299
874,874,874,874,874,874,874,2071,874
437,437,437,578,437,578,784,784,437
2497,2497,2497,2316,2497,2316,2497,2316,2556
536,536,536,536,536,536,536,775,623
2924,2924,2924,2924,2924,2924,2924,2743,2924
1296,1376,1296,1101,1101,1101,1296,1148,1376
583,583,583,583,583,583,583,1403,583
950,950,950,950,950,1321,950,1785,950
559,614,559,462,614,559,559,448,1088
716,716,716,716,716,716,716,716,716
846,1159,846,725,846,846,846,606,1329
1398,1483,1483,1398,1398,1398,1483,1483,1483
1841,1484,1595,1595,1841,1595,1841,1807,1484
1430,1430,1430,1430,1430,1430,1430,2248,2248
1038,1038,1038,1038,1038,1038,1038,2353,1038
694,694,620,509,620,509,509,620,458
998,998,998,993,998,993,998,993,998
804,804,804,804,804,804,804,1676,804
749,749,749,749,749,749,749,1451,749
1692,1692,2348,1692,1692,1865,2348,2348,1692
431,431,431,431,431,431,431,431,431
308,308,308,308,308,308,308,308,308
1892,2140,1892,1706,1892,1693,1892,1628,2264
872,1133,872,560,872,560,872,525,1133
2666,2943,2666,2590,2666,2281,2666,1942,2902
4743,4743,4743,4394,4743,4743,4743,4743,4743
1422,1422,1422,742,1422,1167,1422,742,1422
519,867,519,519,519,519,519,1152,519
729,729,729,729,729,729,729,1893,729
362,382,201,201,201,201,362,201,363
846,846,846,595,846,846,846,846,846
6575,6575,6575,6575,6575,6575,6575,6575,6575
2094,2094,2094,2094,2094,2094,2094,2206,2094
639,518,639,229,229,639,639,771,229
572,572,609,572,572,609,609,1083,572
893,806,806,806,806,806,806,1109,893
398,1127,1216,398,1127,398,1216,1701,1127
243,243,243,243,243,243,243,243,243
452,452,208,208,208,208,452,471,452
620,576,362,329,454,329,620,329,629
3099,3524,3099,3099,3524,3099,3099,3467,3099
1204,1204,1204,1274,1274,1204,1204,2370,1274
629,827,629,738,827,738,629,1312,629
915,1132,1132,471,1132,471,1132,946,915
874,874,874,916,874,874,874,877,874
832,832,832,1903,832,832,832,3003,832
1000,1000,1000,860,1000,860,1000,1004,1000
3537,4040,3537,3537,3537,3537,3537,3884,4040
2995,3322,2995,2098,3109,2933,2995,2859,2098
725,742,725,192,725,393,742,192,742
169,169,169,169,169,169,169,990,169
1563,1341,1563,2535,1563,1341,1563,3012,2000
761,1536,761,761,761,761,761,1519,761
360,832,360,360,386,360,360,386,673
963,1833,963,963,963,1833,963,1833,963
3051,3626,3051,2954,3051,2830,3051,2682,3051
2213,2304,2213,1490,2213,1915,2179,1490,2170
1442,2784,1442,1442,1442,1442,1442,1936,1115
1583,2157,2157,1394,2157,1394,2428,2256,2157
643,643,643,643,643,643,643,643,643
2235,2235,2235,2279,2235,2235,2235,3352,2235
950,950,809,809,1050,809,809,1011,1050
508,508,508,534,534,508,508,2479,534
1107,1107,1107,1107,1107,1107,1107,2789,1107
2846,3575,3575,3575,3575,2846,3575,3575,3575
1022,1022,1022,1022,1022,1022,1022,1022,1022
525,525,525,525,525,525,525,525,525
2546,2546,2546,2546,2546,2546,2546,3001,2546
330,675,675,330,675,330,675,839,330
478,786,478,478,478,478,786,964,478
606,606,606,606,1163,606,1478,2545,1163
757,544,422,422,422,422,698,330,597
1881,1881,1881,1881,1881,1881,1881,2775,1881
624,522,624,2130,2304,624,2473,2473,2130
572,539,572,572,572,539,572,539,572
895,747,747,747,700,747,700,747,747
1031,1013,1013,908,1013,1031,1136,1188,1013
513,513,453,453,453,453,628,582,513
2277,2277,2277,2277,2277,2277,2277,3935,2277
316,316,316,271,316,271,511,271,511
637,637,637,515,637,637,690,423,637
230,274,274,274,274,230,230,274,230
2603,2603,2387,2387,2387,2603,2603,2387,2603
375,650,375,375,650,650,650,481,650
9779,9779,9779,9779,9779,9779,9779,9539,9779
887,876,838,838,838,838,887,887,887
1076,1076,1076,1076,1076,1302,1076,1555,1076
581,581,423,242,423,242,581,242,581
1965,1965,1965,1930,1965,1749,1965,1749,1965
143,143,143,143,143,143,143,1409,143
3765,3765,3765,3765,3765,3765,3765,4962,3765
1252,1252,1356,1252,1252,1609,1785,1785,1252
1044,1779,1853,1265,1853,1044,1980,1917,1044
885,885,885,885,885,885,885,1487,953
184,184,184,1418,184,184,184,2966,184
1455,1503,1455,1254,1455,1455,1503,1254,1689
593,593,593,964,593,593,593,1753,593
594,823,594,594,823,594,594,661,823
870,870,870,870,870,870,870,1535,870
1166,1166,1166,1166,1166,1166,1166,1843,1166
573,1028,573,573,573,691,861,1129,1028
820,581,820,820,581,581,581,625,581
356,356,356,356,356,356,356,356,356
2356,2147,2147,2129,2147,2356,2147,2431,2124
843,843,546,546,546,546,843,729,843
1078,1078,1078,1078,1078,1078,1078,2663,1078
6772,6772,6772,6772,6772,6772,6772,7953,7398
598,598,598,372,598,598,598,598,598
2893,2893,2893,2799,2893,2893,2893,2893,2893
921,1007,921,921,953,921,1007,630,1007
381,381,381,381,381,827,381,871,381
643,1300,1300,1053,1300,1053,643,1385,1300
251,251,251,251,251,251,251,442,251
859,1004,1004,859,1004,1004,1086,1004,859
622,691,500,260,691,500,691,260,432
414,414,414,414,414,414,414,3253,414
1788,1788,1788,1788,1788,1788,1788,2901,1788
1284,1205,970,896,970,993,970,557,896
2831,2990,2413,2310,2413,2505,2516,2752,2310
1474,1474,1457,1359,1457,1474,1474,924,1474
645,1275,645,645,645,645,645,1507,899
2551,2226,2125,1587,2226,2226,2226,1855,2465
1990,1990,1990,1990,1990,1990,1990,1990,1990
413,413,413,413,413,413,413,2428,413
950,950,950,658,950,658,950,1302,950
741,741,741,741,741,657,741,741,741
4777,4777,4740,4740,4740,4740,4740,5049,4777
1195,1002,1376,1149,1276,1149,1149,1376,1002
1461,1181,1553,1461,1553,1461,1461,3417,1461
953,854,953,854,854,916,854,855,854
1878,1328,1790,1878,1790,1878,1790,2100,1328
1474,913,769,769,500,1147,769,913,769
1112,1112,1038,616,675,1038,616,561,616
1626,2103,1253,1331,1331,1420,1331,1314,1253
1639,1630,1304,1408,1304,1630,925,1100,925
889,1384,1054,1054,889,1054,210,1384,827
497,603,603,603,603,603,603,603,603
631,631,475,631,566,566,631,522,750
1240,1297,1723,1327,1290,1327,1297,1521,1752
1105,930,1105,930,930,749,930,749,930
1354,1354,1354,1735,1758,1790,1758,2042,1354
605,605,605,605,605,605,605,1142,605
673,666,886,551,673,673,551,459,886
376,376,376,376,376,376,376,1557,1061
1287,1523,1402,1080,1080,1523,1080,1669,1014
1390,1390,524,1390,1101,524,1101,1889,1572
1082,1126,1128,1128,1128,1082,1043,1128,1126
1021,455,1021,1021,1021,1225,713,1294,1218
380,679,616,616,380,616,422,746,679
897,1239,1030,897,852,1239,947,1239,852
711,652,711,652,471,471,652,471,471
619,619,574,574,887,574,619,858,574
258,258,258,258,515,484,515,913,258
974,1054,974,974,1054,974,1432,1665,1432
293,293,293,293,293,293,293,2970,293
630,602,602,573,372,372,573,372,372
633,503,747,503,977,633,503,761,503
279,908,279,279,723,279,533,754,533
