PopulationProportionate,UniformRandom,Uniform,GA (1 week),GA (1 year),Random,AllCityCenter,MA,SLS
515,515,515,515,1628,515,3192,515,515
1543,1543,1543,1543,1543,1543,2431,1543,1543
725,725,725,725,725,725,1094,725,866
464,464,464,464,464,805,1138,464,805
575,575,575,575,575,575,915,575,575
1514,729,729,1514,729,1514,3437,729,1514
495,495,495,495,495,495,925,495,495
2694,1498,1498,1818,1818,1498,2944,1498,1818
1430,1430,1430,1430,1430,1430,2543,1430,1430
1067,1067,1067,1067,1067,1067,2074,1067,1067
231,484,484,231,484,484,706,484,231
1474,1474,1474,1599,1474,1599,1522,1599,1474
675,675,716,675,675,675,850,675,675
327,327,419,327,327,537,327,327,327
651,913,913,913,913,1187,913,913,913
855,568,568,855,868,855,1749,568,568
520,520,1107,520,520,1107,626,626,520
732,355,355,355,355,928,732,355,355
676,676,722,722,676,722,722,722,676
269,381,381,381,381,381,496,269,381
452,452,452,452,452,452,3387,452,452
376,488,488,488,488,488,603,488,488
1275,1275,1706,1275,1275,1706,1275,1275,1275
751,751,751,751,751,940,1504,751,751
503,651,908,503,503,651,435,651,503
872,180,872,872,872,872,1446,872,180
441,441,441,441,441,441,441,441,441
708,708,708,708,708,708,708,708,708
217,865,919,653,217,919,217,865,217
1972,2171,2278,2171,1972,2278,1907,2171,1907
2102,1164,1164,1411,1411,1164,2510,1411,1411
882,1164,1164,882,882,1399,1092,882,794
3593,1098,1098,2901,2901,2188,4001,1098,3482
2818,2046,1598,2818,2740,2818,3149,2818,2818
1214,897,1214,1214,1214,1214,1203,1214,869
610,610,610,610,610,610,610,610,610
2834,1408,1408,1408,1408,1408,2834,1408,1408
334,464,578,334,464,334,592,334,464
1096,1096,1096,1096,1096,1096,1408,1136,1096
347,347,347,347,347,627,601,627,347
1110,1110,1025,1110,1110,1110,1102,1110,1110
2729,2729,2125,2729,2188,2729,3377,2729,2729
849,849,849,849,849,849,1513,849,849
659,659,659,659,659,659,852,659,659
661,365,365,365,365,365,823,365,365
1456,1456,1456,1456,1456,1456,1456,1456,1456
656,596,596,706,706,596,999,596,706
829,829,829,829,829,829,1493,829,1286
160,160,160,160,160,160,1003,160,160
548,548,548,548,548,548,978,548,548
2685,2685,2812,2685,2812,2812,3033,2812,2685
175,175,175,175,175,175,175,175,175
741,741,741,984,1295,741,1731,741,984
498,498,498,498,498,498,673,498,498
463,463,463,463,463,463,463,463,463
1506,1506,1506,1530,1530,1506,2407,1506,1506
304,304,304,304,304,304,558,304,304
343,597,597,343,343,343,818,597,343
707,707,707,975,975,707,1129,707,975
1071,1071,1071,1071,1071,1071,2623,1071,1071
1034,910,910,1336,1336,910,2366,1034,1034
607,1053,1431,607,1053,607,1275,1053,1053
832,832,578,832,832,832,1053,832,832
779,1047,1047,779,779,1047,1209,779,1047
1357,1357,1357,1357,1357,1098,1100,1357,1357
911,1073,1134,643,1073,1102,781,1073,911
1031,474,474,853,853,474,2060,780,853
4522,3583,3583,3583,3583,3583,4883,3583,3752
346,346,346,346,346,346,866,346,346
2882,1994,1994,2294,1994,2294,3644,2294,2832
406,406,463,463,463,463,566,463,463
892,892,892,892,892,892,892,892,892
1446,1690,1709,1709,1709,1709,1709,1709,1709
775,775,775,775,775,775,1352,775,775
2966,1427,1427,1562,1427,2366,3485,1427,1562
1745,1053,1053,1505,1505,1320,2170,1053,1505
2857,2747,1343,2747,2747,2747,3273,2747,2747
753,634,753,753,753,634,849,753,634
712,712,517,712,712,712,712,712,712
376,376,376,376,376,376,376,376,376
624,624,624,624,624,624,624,624,624
1398,1579,1579,1579,1579,1579,1398,1579,1398
947,947,947,947,947,947,966,947,947
1133,1133,1133,1133,1133,1133,1628,1133,1133
3776,3688,3338,3966,3966,3688,4371,3776,3776
315,315,315,315,315,315,317,315,315
2145,2145,2145,2145,2145,2145,2468,2145,2145
661,661,661,661,661,661,1129,661,1072
446,446,446,446,446,446,552,446,446
533,533,533,659,533,533,581,533,533
1155,1155,1155,1155,1155,1155,1087,1155,1155
1881,1881,1881,1881,1881,1881,2890,1881,1881
759,759,759,759,759,759,1436,759,1220
1159,1176,1176,1159,1159,1159,1159,1159,1159
1803,1803,1803,996,996,1803,2660,996,1803
1625,1787,1787,1625,1625,1787,1446,1625,1625
215,215,215,215,215,215,1030,215,535
663,750,750,663,750,750,967,750,663
395,395,395,395,395,395,602,395,395
1010,1010,1010,1010,1010,1010,1793,1010,1010
1983,1983,1983,1983,1983,1983,1100,1983,1983
764,764,764,764,764,764,1068,764,764
2670,2325,2325,2325,2325,2670,2670,2325,2325
1249,1249,1249,1249,1249,1249,1471,1249,1249
536,536,540,536,536,536,708,536,540
741,913,913,930,913,930,1035,913,913
346,346,346,346,346,346,782,346,346
1125,1125,1125,499,499,1125,1680,499,1125
303,303,303,303,303,303,1253,303,303
2519,2519,2519,2749,2749,2519,3428,2519,2519
898,898,898,898,898,898,1237,898,898
218,218,218,218,218,218,218,218,218
251,251,251,251,251,251,412,251,251
505,505,505,505,505,505,1780,505,505
680,680,680,680,680,680,680,680,680
2360,3269,3269,2360,2360,2360,3318,2360,2402
919,1031,1031,919,919,1031,963,919,963
1247,1670,1670,1596,1596,1670,1247,1596,1596
455,794,794,455,455,794,455,455,455
2402,2919,2919,1980,1980,2919,2269,1980,2402
1276,1276,1276,1276,1276,1276,2849,1276,1276
985,946,946,985,985,985,946,985,946
1761,1761,1761,1761,1761,1761,3700,1761,1761
342,342,342,342,342,683,1016,342,683
3218,3218,3218,2950,3218,3466,3380,2950,3218
1360,1360,1360,1360,1580,1360,2287,1360,1580
1066,1066,1066,1066,1012,1066,1932,1066,1066
604,627,604,604,604,604,1390,604,627
794,794,1014,1014,1228,794,1722,794,1228
534,548,548,534,534,534,534,534,534
737,737,737,737,183,838,1026,737,737
2135,1851,1851,2135,2135,1851,2907,2135,1851
557,557,557,557,557,557,1231,898,557
829,829,921,829,829,744,970,921,829
709,709,709,709,709,709,709,709,709
546,546,546,546,546,546,652,546,546
544,544,544,544,544,544,1053,544,544
1061,1357,1403,1061,1061,1357,1214,1061,1061
887,1060,1060,887,887,887,1300,887,1060
1471,714,714,1471,1471,714,2063,714,1471
298,298,298,298,298,298,841,298,298
768,768,768,768,768,768,768,768,768
429,429,429,429,429,429,1197,429,429
3175,3175,3175,3175,3175,3175,3402,3175,3175
172,501,501,501,501,172,501,501,501
482,800,482,482,482,482,482,482,887
447,447,447,447,447,447,447,447,447
389,447,447,389,447,389,587,447,587
367,482,482,255,482,367,482,482,482
429,429,429,429,429,429,1153,429,429
694,694,308,308,694,308,1174,694,308
308,308,694,694,308,835,308,308,694
386,626,626,386,386,386,386,386,386
467,1094,902,578,633,578,467,633,467
1076,1076,1076,1076,1076,1076,3087,1076,1076
1761,2411,2411,2126,2126,2126,2000,2341,2126
1766,1766,1766,1766,1766,1766,2879,1766,1766
2370,2035,2035,2035,2035,2035,2865,2035,1245
807,807,807,807,807,807,807,807,807
429,498,498,369,498,429,498,498,498
401,401,401,401,401,401,628,401,513
1395,1395,1594,1330,1395,1395,1330,1395,1330
657,854,1098,675,675,1098,309,1098,675
1176,1176,1361,1176,1176,1176,638,1361,1176
506,506,644,506,644,506,1111,506,644
633,633,633,633,633,294,633,633,633
428,428,428,428,428,428,1318,428,428
433,433,433,433,433,419,419,419,433
1346,1446,1446,1446,1446,971,1446,1224,1446
509,509,645,509,509,509,1103,732,509
431,431,457,431,431,457,1183,431,431
467,527,527,467,527,467,730,527,730
1098,1098,1098,1098,1185,1098,1395,1098,1098
316,690,316,636,636,736,752,752,316
292,292,292,292,292,292,292,292,292
1088,462,462,462,462,462,1643,462,462
562,562,562,562,562,1185,1695,1185,562
1391,1595,1595,1414,1391,1391,1391,1391,1391
499,499,499,499,499,499,762,499,499
339,339,585,339,339,339,562,339,585
693,774,774,774,693,693,1168,774,693
554,554,554,554,554,554,2487,554,554
697,744,744,697,697,697,744,697,744
357,357,357,357,357,357,357,357,357
606,606,606,606,606,606,399,293,293
293,293,293,293,293,293,1394,606,606
570,570,570,570,570,570,570,570,570
533,533,533,533,533,533,1043,533,533
1082,1082,1082,1082,1082,1082,1143,1082,1143
546,546,546,546,546,546,548,546,546
419,419,419,419,419,419,419,419,419
617,617,617,617,617,625,964,617,617
1825,1825,1825,1825,1825,1825,1872,1825,1825
1346,1346,1346,1346,1346,1346,3110,1346,1346
750,750,750,750,971,750,1580,750,971
918,918,918,918,918,918,965,918,965
1384,1384,1384,1384,1384,1384,4359,1384,1384
784,784,784,784,784,784,1123,784,784
397,397,397,397,397,397,446,397,397
972,972,972,972,972,972,972,972,972
572,572,572,572,572,572,1458,572,572
977,977,977,977,977,977,2326,977,977
1639,610,610,610,610,610,3593,610,1639
406,406,406,406,406,406,1177,406,490
485,485,485,485,485,485,1097,485,485
850,850,850,850,850,850,1175,850,850
1310,1310,1310,1354,1310,1310,1403,1310,1310
731,731,731,731,731,731,2170,731,731
2569,2569,2627,2627,2569,2627,2767,2569,2569
1002,1002,1051,1051,1051,1051,1035,1051,958
773,773,773,773,773,773,2163,773,773
1800,1800,1800,1800,1800,1800,2914,1800,1800
572,573,573,573,573,621,621,573,573
182,182,530,182,182,530,530,530,182
382,382,382,382,382,382,522,382,382
492,492,650,492,492,650,492,492,492
636,636,636,636,636,636,1363,636,636
952,952,1295,952,952,952,904,952,952
2796,2796,2800,2796,2796,2800,2890,2800,2796
302,302,302,302,302,302,990,302,706
2070,2070,2070,2070,2070,2070,2833,2070,2070
737,1001,1108,737,737,1108,737,737,737
771,987,1021,771,771,1036,949,771,771
119,119,550,458,119,550,119,119,119
468,468,468,468,468,468,1312,468,468
1004,1004,1004,1202,1004,1004,1202,1004,1062
547,547,547,547,547,814,547,547,547
739,739,739,739,739,821,689,739,739
1307,1307,1307,1307,1307,1307,1849,1307,1637
4530,4530,4357,3249,3249,4789,4848,3228,3228
1021,993,993,993,993,993,2920,993,1021
546,546,599,546,546,546,546,546,546
2098,2098,2509,2098,2098,2509,2841,2098,2098
264,465,513,264,264,264,264,264,264
372,372,372,372,372,372,1234,372,372
298,298,298,298,298,298,1480,298,298
334,548,332,332,332,706,334,332,332
1461,1465,1465,1461,1461,1633,1633,1461,1461
3456,3611,3773,3343,3343,3343,3773,3343,3456
971,1040,1086,971,1040,1086,1040,1040,1040
5990,5990,6261,5990,5990,6640,6164,5990,5990
979,979,979,640,640,979,769,640,979
1838,1127,1127,1127,1127,1838,2849,1838,1127
576,788,788,576,576,788,576,576,576
1769,1828,1828,1143,1143,1769,2324,1143,1143
1714,1714,2353,1714,1714,2369,2293,1714,2010
2820,3256,3194,3256,2820,3256,3256,3240,2820
2277,2321,2243,2321,2321,2395,2370,2321,2321
391,451,451,673,673,673,673,451,451
673,673,673,451,391,705,520,673,673
560,560,560,560,560,560,560,560,560
2116,2175,2371,2175,2175,2637,1935,2175,1935
1391,1835,1835,1835,1391,1835,1819,1835,1391
2252,2522,2522,2522,2522,2522,2727,2522,2727
836,836,836,836,836,836,1363,836,836
585,783,760,760,760,851,760,760,585
274,274,274,274,274,274,274,274,274
1284,1284,1284,1284,1284,1284,1284,1284,1284
1105,1105,1105,1105,1105,1105,1452,1105,1105
2093,2165,2165,2165,2093,2165,2093,2093,2093
876,876,876,876,876,876,2492,876,876
7100,7252,7272,7252,7281,7252,7100,7281,7100
746,746,746,746,746,746,1264,746,746
487,487,487,487,487,532,605,487,487
856,856,856,856,856,856,1462,856,856
851,1271,1271,1271,1271,851,1751,874,1271
1050,1050,1050,1050,1050,1511,1751,1050,1050
485,643,510,643,485,785,511,510,485
382,382,382,382,382,382,1406,382,746
460,460,460,460,460,460,1065,460,460
677,677,677,677,677,677,1419,677,677
737,737,782,737,737,737,737,737,737
651,692,692,651,651,651,826,651,651
1085,1085,1085,1085,1085,1740,1651,1085,1085
2023,2023,2023,2023,2023,2035,2448,2023,2023
385,385,385,385,385,806,860,860,385
417,417,464,464,417,464,464,464,464
1804,1804,1804,1804,1804,1804,2033,1804,1804
954,954,954,954,954,954,729,954,954
213,213,213,213,213,248,446,213,213
232,472,413,413,232,571,232,413,232
1197,1575,1672,1575,1575,1672,1672,1527,1197
2360,2709,2727,2709,2360,2727,2465,2360,2709
669,669,669,669,669,669,946,669,669
770,980,980,980,770,980,770,770,980
450,450,450,450,450,465,431,465,450
668,668,668,668,668,668,2069,668,668
826,826,826,826,826,826,1278,826,552
388,443,443,388,388,306,388,388,388
2863,3602,3602,2863,2863,2863,3290,2401,3377
926,1312,1405,926,926,1405,1292,1052,926
1151,1151,1151,1151,1151,1151,1700,1151,1151
2990,3346,3137,2990,2990,3331,3418,2990,3418
2196,2318,2318,2104,2196,2318,2104,2104,2104
667,842,1235,842,715,1235,716,715,667
657,657,657,657,657,657,657,657,657
1029,1029,1015,1029,1029,1040,937,1029,1029
1592,1592,1592,1592,1592,1592,2468,1592,1592
457,457,457,457,457,457,3409,457,457
625,712,625,625,625,712,922,625,625
304,304,304,304,304,304,304,304,304
1500,1683,1683,1683,1500,1740,2000,1500,1500
935,891,935,935,891,935,935,891,891
490,730,490,490,490,490,596,490,490
808,808,852,808,902,987,902,808,808
299,704,695,299,495,695,592,299,495
1070,1070,1070,1070,1070,1070,1070,1070,1070
335,895,895,454,335,895,335,335,335
1187,1187,1187,1187,1187,1187,1187,1187,1187
2115,2606,2115,1798,1798,2606,2426,1798,1798
2342,2342,2342,1571,1571,2342,2424,1571,2342
2231,2245,2245,2245,2231,2245,2231,2231,2231
975,975,975,975,975,975,931,975,975
414,414,414,414,414,414,1017,414,414
1265,1265,1265,1265,1265,1265,1265,1265,1265
552,552,552,552,552,801,1192,552,552
534,534,534,534,534,534,2478,534,534
2745,2798,2745,2745,2745,2745,2745,2745,2745
852,852,852,852,852,852,1145,852,852
482,537,482,482,482,537,482,482,482
251,251,432,251,251,467,251,251,251
940,940,722,940,940,940,1147,940,940
932,991,991,932,932,932,751,932,751
427,427,427,427,427,427,1101,768,427
601,601,601,601,601,601,3584,601,601
1333,1784,1533,1333,1333,1533,1972,1533,1533
1049,1049,1049,1049,1049,1672,2246,1672,1049
564,564,564,564,564,572,718,564,564
861,1024,1024,861,861,861,964,1024,861
409,466,466,409,406,409,880,466,409
493,596,528,436,571,596,596,596,596
1166,1166,1166,1166,1166,1166,3565,1166,1166
441,441,441,441,373,441,506,441,373
1811,1787,1811,1787,1787,1787,2360,1787,1787
1131,712,712,712,1131,712,3176,712,712
648,530,648,811,811,811,811,811,530
821,962,962,962,962,962,1302,821,962
355,355,355,355,355,355,355,355,355
545,545,545,545,545,545,545,545,545
220,401,559,220,220,401,220,220,220
1585,1585,1585,1585,1585,1755,1833,1585,1585
261,600,801,442,442,442,261,442,261
664,751,751,664,664,664,708,664,664
491,826,826,491,1085,826,366,666,613
618,707,707,707,618,618,772,707,618
7178,7178,7359,7178,7178,7178,7178,7178,7178
363,363,1202,363,363,1202,1036,363,363
1562,1901,1901,1562,1901,1901,1901,1901,1901
371,371,371,371,371,371,2389,371,371
214,214,326,214,214,214,441,214,214
344,505,757,344,344,525,344,344,344
346,560,560,438,438,379,346,560,346
552,552,552,552,552,552,1119,552,552
463,555,555,555,739,739,391,555,739
651,609,609,609,609,609,312,552,609
3264,3264,3264,3264,3264,3887,4461,3887,3976
829,829,918,918,918,918,1403,918,1111
1206,1650,2190,1206,1206,1206,1681,1206,1681
1225,1225,648,1225,648,1225,2013,1225,648
651,651,342,651,610,610,342,651,708
439,1057,1057,1057,1057,1057,852,439,1057
492,959,1312,747,959,959,311,492,959
689,1254,1468,901,901,955,253,1051,901
238,238,238,238,329,329,344,238,329
167,167,167,167,167,167,167,167,167
389,389,389,389,389,389,389,389,389
820,820,820,820,820,820,1682,820,904
636,636,636,636,636,787,1085,636,636
421,421,421,421,421,421,421,421,421
799,799,799,799,799,799,800,799,800
432,432,556,556,432,432,653,556,432
851,851,851,851,851,851,2774,851,851
933,434,434,434,434,434,933,434,434
481,481,481,481,481,481,481,481,481
458,458,458,458,577,458,1063,458,596
952,730,730,730,730,730,1039,730,730
630,757,664,630,664,664,757,664,664
363,544,363,363,363,363,363,363,363
1888,1888,1932,1888,1932,1932,1916,1442,1932
373,373,373,373,373,373,600,373,373
2575,895,895,2575,2575,2575,3438,2575,2775
2099,1302,1586,1302,1302,1302,2416,1302,1302
1541,1541,1541,1541,1541,1853,2427,1853,1942
4912,1898,1898,1898,1898,1898,4886,1898,1898
690,980,1206,593,690,690,579,690,690
519,519,519,519,519,519,1884,519,519
1074,1074,1074,1074,1074,1074,3066,1074,1074
1458,1213,1213,1213,1213,1213,1463,1213,1213
925,925,925,925,925,925,925,925,925
1191,1284,1235,1284,1284,1235,1284,1284,1284
5130,5311,5130,5130,5130,5130,5130,5130,5130
348,996,784,588,687,687,348,588,687
487,1030,1084,487,520,818,382,487,520
721,487,487,818,818,487,1006,818,818
617,617,617,617,617,1239,1813,1239,617
997,1108,1787,997,1150,997,520,997,1108
967,967,379,967,379,967,1648,967,967
587,587,490,294,587,587,587,587,587
1750,1781,1750,1708,1750,1750,1771,1750,1750
246,281,281,281,281,281,466,281,246
1460,1491,1491,1491,1491,1460,1491,1491,1491
552,552,552,552,552,552,552,552,552
952,896,896,896,896,896,2945,896,896
213,213,879,213,213,623,955,623,213
741,560,560,560,560,741,560,560,560
2822,2861,2792,2822,2792,2861,2908,2861,2822
811,811,811,811,811,811,2265,811,811
735,735,735,735,955,735,1662,735,955
272,683,272,526,272,272,683,272,272
822,906,906,906,906,822,906,906,822
615,615,630,630,766,615,1135,615,766
394,394,394,394,394,394,394,394,394
765,946,765,765,765,765,765,765,765
731,731,731,731,731,1232,1796,731,731
1209,1209,1209,1271,1209,1209,1498,1209,1209
1840,1879,1840,1840,1840,1840,1879,1901,1901
793,699,699,699,699,699,2726,699,699
683,683,683,683,683,824,1052,683,683
852,931,931,852,853,852,853,918,853
557,1179,1179,1179,1268,1179,1753,1179,1268
1272,1581,1581,1272,1467,1467,1319,1547,1547
283,283,283,283,283,283,922,680,283
594,594,594,594,594,594,3283,594,594
376,376,376,376,376,376,376,376,376
1225,1225,1225,1225,1225,1225,1225,1225,1225
288,288,288,288,288,288,541,541,288
1252,1252,1252,1252,1252,1252,2867,1252,1252
786,786,786,786,786,786,786,786,786
1196,1196,1196,1196,1196,1196,1196,1196,1196
273,273,273,273,273,273,1108,273,644
201,201,201,201,201,201,578,201,201
782,923,923,782,923,782,1262,923,923
437,437,437,437,437,437,444,437,437
437,437,437,437,437,437,453,437,437
587,587,587,587,587,587,990,587,587
853,853,853,853,853,853,1299,853,853
288,288,288,288,288,288,897,288,288
572,572,902,572,572,572,983,572,572
1840,1840,1840,1840,1840,1840,1840,1840,1840
979,979,979,1023,979,979,995,979,979
464,464,464,464,464,464,624,464,464
645,645,645,645,645,645,1319,645,645
1496,1496,1496,1497,1496,1496,1497,1496,1496
311,311,127,127,311,127,127,311,311
802,802,802,802,802,802,1504,802,802
3199,2576,3199,3199,3199,3199,3773,3199,2576
3617,3617,3617,3617,3617,3617,4170,3617,3695
1135,1135,1364,1135,1135,1364,1348,1364,1135
598,676,1057,676,676,1057,701,832,676
1878,2013,2092,1940,1940,2092,2167,1940,1878
3558,3558,3558,3558,3558,3558,3558,3558,3558
1208,1208,1208,1208,1208,1208,1413,1208,1208
471,471,471,471,471,471,3118,471,471
305,305,305,305,305,305,307,305,305
1547,1547,1547,1547,1547,1547,3592,1547,1547
637,637,637,756,756,637,1056,637,637
1025,1025,1025,1025,1025,1651,2206,1025,1025
1651,1651,2111,2123,2123,1651,2339,1651,1902
938,938,938,938,938,938,2204,938,938
748,748,748,748,748,748,1620,748,748
550,550,963,550,550,963,1412,963,550
1052,1052,1052,1052,1052,1052,2491,1052,1052
447,447,447,447,447,447,492,447,447
631,631,631,631,631,631,928,631,631
1517,1517,1517,1517,1517,1517,2607,1517,1517
665,665,665,665,665,665,1221,665,665
343,343,343,343,343,543,982,343,543
725,725,725,725,979,725,1200,979,725
1216,1216,1216,1216,1216,1216,1390,1216,1216
293,293,293,293,293,293,587,293,293
948,948,948,948,948,948,1404,948,948
597,860,860,860,860,860,782,860,860
1400,1400,1308,1400,1400,1308,1699,1400,1400
384,384,384,384,384,384,1618,384,384
767,767,878,767,767,878,767,767,767
468,468,468,468,468,468,1649,468,468
712,712,712,712,712,712,1988,712,712
641,641,641,641,641,1267,1822,641,641
557,557,557,557,557,557,587,557,557
254,254,254,254,254,254,1118,254,254
613,613,613,782,782,613,1267,613,648
679,771,679,679,679,679,679,679,679
294,294,294,294,294,294,294,294,294
690,690,690,690,690,690,690,690,690
2048,2048,2048,2048,2048,2048,5063,2048,2048
468,523,523,523,523,523,468,523,468
6112,6112,6382,6112,6112,6382,6218,6112,6112
862,862,862,862,862,862,812,862,862
638,638,638,700,638,638,927,638,638
2166,2166,2166,1704,1704,2166,2593,1704,1704
1067,1067,1067,1067,1067,1067,1558,1067,1067
306,306,306,306,306,306,456,306,619
377,377,377,377,377,377,377,377,377
420,420,420,420,420,420,759,420,420
286,286,286,286,286,286,536,286,286
733,733,733,733,733,733,1208,1111,733
1265,1265,1265,1265,1265,1863,2127,1863,1863
665,827,776,665,665,776,665,665,665
669,669,669,669,669,669,669,669,669
4455,4455,4492,4455,4455,5047,4266,4455,4402
2382,2637,2382,2382,2382,2903,2201,2382,2382
336,453,819,336,453,819,739,802,802
691,691,691,691,691,691,1393,691,691
180,420,420,420,180,361,180,180,180
892,892,892,892,892,892,2425,892,892
1256,471,471,471,471,471,2422,471,1256
873,1030,1030,1030,1030,1030,1030,1030,619
3261,3261,3285,3261,3261,3261,3659,3261,3261
557,654,654,654,654,654,543,709,557
1858,1980,1980,1980,1980,2033,1766,1980,1980
1241,1241,1241,1241,1241,1241,2341,1241,1241
620,620,791,620,620,791,1053,620,620
1120,498,1120,1209,1209,1120,1305,1120,498
1436,1436,1436,1436,1436,1436,1669,1436,1436
1041,1041,1041,1041,1041,1041,1155,1041,1041
1491,1092,1092,1092,1491,1491,1522,1491,1491
200,200,1147,562,816,200,991,200,562
919,625,625,625,625,625,1600,625,625
382,491,491,491,491,491,491,491,491
441,509,509,441,441,509,441,441,441
546,511,511,511,511,511,1373,511,511
401,401,401,401,401,401,1064,401,401
576,576,576,576,576,576,576,576,576
529,529,529,529,529,529,701,529,529
835,835,835,835,835,835,1949,835,835
2913,3166,2913,3166,3166,2913,3019,3166,3166
497,497,497,497,497,497,1532,497,497
329,329,329,329,329,329,329,329,329
382,437,437,382,382,437,382,382,382
389,389,295,389,389,295,1554,977,389
1549,1549,1549,1549,1549,1549,1549,1549,1549
1196,1196,1672,1196,1196,1196,1289,1196,1196
872,1234,1234,1234,872,872,436,872,872
1632,219,219,1632,1632,219,2648,219,1632
334,943,943,334,334,943,943,943,943
666,666,666,666,666,666,666,666,666
1032,1032,1032,1032,1032,1032,1467,1032,1032
846,846,846,846,846,846,2256,846,846
672,672,672,672,672,1298,1853,672,672
426,426,426,426,426,426,586,426,426
1621,1387,799,1387,1387,1387,2596,1387,799
352,699,699,699,352,699,953,699,352
775,783,783,775,787,787,1122,783,787
1202,1202,1202,1202,1202,1202,2505,1202,1202
917,917,917,917,917,917,1711,917,917
1493,1581,1660,1581,1493,1493,1540,1493,1493
1662,1457,790,1457,1629,1457,2745,1457,1457
2101,1737,1737,1819,1203,1819,2101,1664,1951
514,514,514,514,514,514,989,514,514
390,390,390,390,390,390,390,390,390
1543,1587,1665,1543,1587,1587,1341,1543,1587
1052,1052,1141,1141,429,1052,1455,1052,1141
2406,455,455,455,455,455,2406,455,2406
900,727,900,727,727,727,949,727,727
1090,368,368,1016,1090,368,1666,368,1090
758,820,758,820,758,758,1047,758,758
843,843,1156,1156,843,843,1348,843,1156
608,608,608,608,608,608,658,608,658
1157,1157,1157,1157,1157,1157,1096,1157,1090
309,356,356,309,356,309,356,356,356
2177,2447,2177,2447,2177,2580,2755,2447,2177
377,718,718,377,377,718,1051,718,377
1465,1465,1488,1488,1885,1465,2365,1465,1885
716,1177,716,1177,716,1177,1393,716,716
3887,3261,3261,3261,3261,3261,4442,3261,3261
1424,953,1513,953,953,953,1741,953,953
310,310,310,310,310,310,416,310,310
1449,1449,1506,1449,1449,1506,1385,1449,1449
907,907,907,907,907,907,907,907,907
1207,1207,1207,1207,1207,1207,3205,1207,1207
487,645,645,487,487,487,306,487,306
471,471,471,471,471,471,753,471,471
2431,2431,2431,2431,3142,3142,3627,3142,3335
2494,2494,2494,2494,2494,2494,2494,2494,2494
370,370,370,370,813,370,1209,370,438
1084,362,362,1084,1084,362,1758,362,1084
400,444,444,400,444,444,444,444,444
2203,2203,2203,2203,2203,2203,2203,2203,2203
922,959,922,959,922,959,1103,922,922
297,297,297,297,297,297,297,297,297
487,487,487,487,487,487,1156,487,487
929,929,929,929,929,929,1227,929,929
308,308,308,308,308,308,308,308,308
337,337,337,337,337,337,337,337,337
1202,1202,1202,1202,1202,1202,1777,1202,1202
773,773,773,773,773,773,1150,773,773
1485,1485,1485,1485,1485,1485,1707,1485,1485
948,948,948,948,948,948,2132,948,948
828,828,828,828,828,1557,2131,1557,828
533,533,533,533,533,533,850,801,533
1526,851,851,1608,1526,851,2200,851,1526
361,456,456,456,361,361,686,456,361
1765,958,1765,958,958,958,1817,958,958
522,522,522,522,522,522,651,651,522
1331,1344,1344,1331,1331,1331,1552,1344,1344
2280,2280,2280,2280,2280,2280,2280,2280,2280
1459,1673,1673,1459,1459,1459,1459,1673,1459
725,789,789,789,725,789,725,789,725
555,555,923,555,555,555,900,555,555
861,1216,1216,861,1216,861,1200,1216,1200
675,675,1293,675,675,1273,908,675,675
623,623,623,623,623,623,1394,623,623
646,646,646,646,646,646,929,678,646
692,692,692,706,692,706,692,692,692
378,691,691,691,691,378,909,691,691
502,564,502,564,564,969,1013,502,564
4043,1940,1940,1940,1940,1940,4567,1940,4043
556,556,556,556,556,556,923,556,556
517,517,517,517,517,517,1398,517,1024
833,920,920,920,920,833,1136,920,920
330,330,330,330,330,853,1427,853,330
469,469,469,469,469,469,469,469,469
637,778,778,778,778,778,1118,637,778
1218,1218,1164,1164,1164,1164,2026,1164,1218
214,214,553,214,553,553,553,214,553
514,514,514,514,514,514,686,514,514
713,713,713,713,713,713,1005,713,713
1838,1813,833,1813,833,1813,3624,833,1813
2377,1241,1241,1241,1241,1241,3495,1241,1241
284,284,284,284,284,284,286,284,284
757,757,757,757,757,757,1458,757,757
903,903,903,1043,903,903,1270,903,903
626,626,626,626,626,773,967,626,773
457,457,457,457,457,757,960,457,757
312,312,312,312,312,312,539,312,312
265,265,265,265,265,772,1146,772,265
497,497,497,497,497,497,836,497,497
946,362,636,636,636,636,1224,636,362
506,506,543,506,506,607,607,506,506
1224,1147,1224,1147,1147,1224,1344,1224,1224
1128,864,1128,1128,990,1128,1128,990,864
749,749,749,749,749,749,1096,749,1096
1054,1054,1054,1054,1054,1054,1624,1054,1054
4299,2952,2952,2952,2952,2952,4348,4299,4299
201,201,382,201,201,903,201,201,201
476,476,534,534,476,835,674,674,534
1093,1093,1552,1093,1093,1552,1402,1402,1093
1259,1210,1642,1321,1259,1642,1243,1642,1259
1112,1501,1779,1501,1112,1704,1059,1779,1059
381,797,797,797,381,797,770,797,381
1821,1821,1821,1821,1821,1821,2935,1821,1821
206,1261,1261,206,1212,1261,1055,1261,833
830,830,830,830,830,830,1372,830,830
986,798,798,798,798,798,2033,798,798
1215,1612,1612,1612,1612,1612,1326,1612,1215
1524,2241,2520,2241,2241,2520,1452,2241,1524
562,702,702,702,702,504,702,702,856
745,745,745,745,745,745,1048,745,745
537,537,537,537,537,537,537,537,537
506,506,377,506,506,506,458,506,506
435,435,851,435,435,435,1174,435,435
3640,3734,3734,3640,3640,3640,3640,3734,3640
