UniformRandom,Uniform,GA (1 year),MA,PopulationProportionate,AllCityCenter,GA (1 week),Random,SLS
1836,1837,1836,1836,1836,1837,1837,1836,1837
635,983,635,635,635,635,944,635,635
1016,1016,1016,1016,1477,1820,1016,1016,655
669,669,669,669,669,894,669,669,669
1777,1777,1777,1777,3936,4712,1777,1777,1777
263,263,263,263,263,324,263,263,263
882,1281,882,882,882,1595,882,882,882
3867,3867,3867,3867,3867,4876,3867,3867,3867
483,483,483,483,483,483,483,483,483
343,343,343,343,343,818,343,343,343
602,602,602,602,602,844,602,602,602
682,682,682,682,682,682,682,823,682
398,398,398,398,398,558,398,398,398
438,438,438,438,438,438,438,438,438
570,570,570,570,570,1119,570,570,570
695,695,695,695,695,1574,695,695,695
685,685,685,685,685,1871,685,685,685
715,715,715,715,715,1506,715,715,1077
776,707,721,721,776,1055,721,776,721
634,634,634,634,634,1225,634,634,634
120,120,120,120,120,1516,120,120,120
414,414,414,414,414,414,414,414,414
2526,2526,2526,2526,2586,3311,2586,2526,2586
826,826,826,826,826,1130,826,826,826
331,742,331,742,331,742,331,742,331
1462,1462,1302,1302,988,1117,1048,1462,988
709,673,415,415,415,476,709,673,415
859,859,496,859,496,382,496,859,496
694,694,513,513,513,513,513,694,513
446,446,446,446,446,272,446,562,391
507,507,507,507,507,1435,507,507,507
1368,1368,1368,1368,1368,2832,1368,1368,1368
467,467,467,467,467,736,467,467,467
453,501,453,453,453,502,453,502,501
364,364,364,364,364,245,364,364,364
445,445,445,445,445,1322,874,445,917
412,412,412,412,412,412,412,504,412
1718,1718,1718,1718,1718,2581,1718,1718,1718
680,680,680,680,680,933,680,680,680
792,792,792,792,792,1055,792,792,792
812,812,812,812,812,2090,812,812,812
651,651,470,470,470,470,470,710,470
1838,1838,1838,1838,1838,2710,1838,1838,1838
1168,1168,1168,1168,1168,1254,1168,1168,1168
645,645,645,1233,1233,2578,645,1233,645
366,366,366,366,366,540,492,366,366
3935,3935,3935,3935,3935,5058,3935,4567,3935
1247,408,1247,1247,1247,2276,1247,1247,408
1291,1246,1291,1630,1291,2071,1291,1630,1291
6314,6112,6314,6314,6314,6975,6314,6314,6112
538,538,538,538,538,610,538,538,538
2945,2945,2945,2945,2945,3094,2945,2945,2945
850,850,875,875,850,876,875,876,850
1105,1105,1027,1027,1026,1027,1105,1379,1027
725,725,604,725,604,484,604,725,604
2093,2093,2093,2093,4180,4354,2093,2093,2093
2000,2000,1487,1487,2000,2055,1487,2000,2000
491,890,491,491,491,1204,491,890,491
1706,1847,1133,1706,1706,2032,1706,1133,1706
1133,1133,1706,1133,2791,3084,1133,1847,1133
828,828,637,637,397,397,637,828,397
837,837,837,837,837,837,836,836,837
1319,692,1093,1127,1093,692,706,692,692
651,1158,442,442,651,990,651,442,651
1119,1693,1528,1119,1528,1792,1119,1693,1119
517,738,738,738,517,738,738,370,517
1535,2948,912,1535,1535,2109,1535,1535,2422
1312,1417,925,1417,925,1102,925,535,925
1409,2260,1243,1812,1243,1409,1243,1320,1409
2864,4490,2799,2864,1398,2002,1486,1398,2793
7790,9321,8188,7790,7458,6967,7458,8188,8188
1090,751,1296,1296,1130,1090,1090,751,1130
834,834,912,834,834,1260,1166,834,912
311,311,2501,2501,2501,3011,2501,2501,4156
2092,2092,2092,2092,2092,2092,2092,2092,2092
1476,1476,1525,1525,1525,1525,1476,1525,1476
800,684,684,684,503,503,684,503,503
1531,1082,1363,1082,1363,1531,1531,1170,1531
1840,1579,1579,1579,1366,1629,1840,1366,1629
1989,1807,1807,1191,1191,1483,1546,1191,1483
439,439,439,395,439,439,439,395,439
2165,1755,1755,1755,2252,2264,2165,1755,2599
662,1290,1428,1290,662,1212,662,1241,1290
1643,1944,2119,1769,1769,1643,1781,1834,2119
428,428,428,428,428,428,428,428,428
2053,2074,2074,2070,2025,2271,2289,2150,2025
1166,1287,1166,632,632,1210,1166,1210,1287
2442,2410,2804,2442,2413,2413,2804,2510,2501
747,747,1566,1597,747,2300,747,725,747
3564,3564,2417,3564,2745,3236,2417,3564,1637
1473,1473,1438,1473,1421,1354,1438,1473,1438
552,552,480,552,480,480,480,552,480
1261,1428,1428,1668,1386,1428,1428,1386,1428
1433,1898,1475,1640,900,845,1433,1640,1475
2112,3917,2112,2112,2112,2112,2112,2112,2112
1272,1272,1023,1023,1023,905,1023,1023,1023
387,387,226,442,226,226,387,523,387
774,774,774,774,757,1980,774,774,880
421,589,421,589,241,347,347,241,421
982,1151,979,982,1265,1315,982,1151,979
451,614,688,688,557,737,614,557,614
1234,1234,1249,1234,1234,1754,1234,1234,1754
848,848,848,848,848,848,848,848,848
318,318,861,861,318,1571,861,318,318
427,427,427,649,427,700,427,427,427
703,701,701,701,701,762,701,701,703
465,465,225,225,225,225,293,225,225
2398,2269,2350,2483,2350,2504,2398,2350,2350
564,556,556,556,556,686,564,564,556
627,627,627,627,598,646,627,665,627
571,1227,744,571,571,1057,742,571,1227
567,567,544,544,544,1406,544,544,544
1207,1207,1207,1207,967,967,1153,967,1207
1030,1521,615,1030,615,1285,615,615,1030
1173,1173,543,566,566,1183,566,883,1405
597,597,597,597,597,509,597,597,597
1104,1104,1104,1061,1104,1393,1104,1104,1566
1030,1030,1030,1030,1089,849,1030,1281,2359
2924,2833,1196,2025,914,1488,914,914,2924
608,608,608,608,608,2242,608,608,608
2032,2032,1769,2032,2008,2008,2032,1870,1335
1063,1063,1063,1063,2350,2350,1063,1063,2350
1029,895,1029,854,854,1029,1120,1029,1029
463,463,463,463,408,408,463,463,463
1815,1815,1815,1603,1348,1167,1815,1506,1555
1004,1004,1004,1004,1120,823,1004,1063,1259
361,361,361,361,361,361,361,361,361
517,976,517,517,241,169,517,241,280
1233,1233,1392,1233,525,742,525,986,1039
868,868,868,868,868,1401,868,868,868
804,804,1029,763,727,1401,763,727,1606
869,1354,1062,1354,780,1354,780,780,1290
368,368,368,368,368,2544,368,368,368
476,838,421,476,421,421,476,421,421
961,961,629,629,629,1023,780,971,629
239,239,812,239,239,164,239,503,345
3083,1970,3083,3083,3083,4012,3083,3083,3521
702,702,702,702,702,2196,702,702,702
507,1174,626,507,507,1112,626,507,1112
529,663,228,228,228,289,228,408,529
1175,1175,1175,1175,1175,3097,1175,1175,1175
1348,510,1348,1348,1929,2476,1348,1472,1348
399,399,399,399,399,399,399,399,399
442,442,442,442,442,442,442,442,442
500,476,319,319,319,319,500,319,319
296,296,296,296,296,296,296,296,296
698,586,586,586,586,813,586,586,586
1331,1331,1207,1093,1163,1331,1093,1331,1278
306,306,306,306,306,306,306,306,306
1734,1734,2727,1734,2727,3884,1734,1734,1734
692,692,692,692,692,692,692,692,692
982,1011,982,982,982,781,982,982,781
624,782,624,624,624,443,624,624,683
839,839,839,958,958,1266,958,1222,839
797,797,797,797,797,1560,1221,1221,797
575,575,575,575,575,601,575,575,575
1577,1577,1577,1577,1577,3193,1577,2876,1577
272,272,272,272,272,535,272,272,272
765,765,765,765,765,765,765,765,765
1215,1215,1215,1215,1215,1215,1215,1215,1215
686,686,686,686,686,686,686,686,686
1120,1120,1120,1120,1120,1121,1120,1120,1120
613,613,613,613,613,660,613,613,613
402,497,402,402,402,497,497,497,497
1220,1220,1220,1220,1220,1234,1220,1220,1220
538,538,538,538,538,877,538,538,538
1436,1436,1436,1436,1436,1761,1436,1436,1436
1766,987,1766,987,2588,3711,1766,1766,1766
242,242,242,242,242,1033,242,242,604
618,618,618,618,618,1163,618,618,618
703,703,703,703,703,804,703,703,703
2996,2996,2996,2996,2996,5899,2996,2996,2996
1463,1797,1463,1463,1463,1797,1463,1797,1463
229,229,229,229,229,229,229,229,229
723,776,723,723,723,723,723,776,723
634,634,634,634,634,1397,634,634,634
712,712,926,712,712,1019,926,492,926
641,641,641,641,641,1124,641,439,717
2483,2483,2687,2483,2483,3244,2687,2483,2483
418,418,418,418,418,714,418,418,418
534,534,534,534,534,759,534,534,534
640,640,640,640,640,2239,640,640,640
1932,1932,1932,2019,1932,2039,1932,1932,1932
559,559,559,559,559,1237,559,559,898
608,608,608,608,608,1577,608,608,608
659,659,659,659,659,659,659,659,659
854,854,854,854,854,1460,854,854,854
857,857,857,857,1064,3222,857,857,1004
537,537,537,537,422,537,422,537,422
961,961,961,961,961,1047,961,961,961
494,494,494,517,494,1356,494,517,494
487,487,487,487,487,826,487,487,487
728,728,728,728,728,1828,728,728,728
308,308,308,308,308,1343,308,308,308
593,593,593,1216,593,1790,593,1216,593
1080,1080,1080,1080,1080,1186,1080,1080,1080
533,533,533,1129,533,1570,533,1129,1014
649,649,649,649,649,649,649,649,649
1310,1310,1310,1310,1310,2424,1310,1310,1310
971,971,257,257,971,440,257,971,257
693,693,693,693,693,778,732,693,693
1347,1347,1294,1294,1347,1347,1294,1347,1347
820,820,820,820,820,1165,820,820,820
683,683,683,683,683,1158,683,683,683
1056,1056,1056,1056,802,1230,802,1056,802
2103,2103,2103,2103,2103,4074,2103,2103,2103
3031,3090,2405,2405,3031,3440,2405,3031,3031
432,432,432,432,432,1145,432,432,432
1227,1228,1227,1227,1227,1228,1227,1228,1227
1763,1763,1479,1479,1763,2593,1479,2102,1763
1464,1464,973,973,1223,1223,973,1464,1223
2423,2423,2423,2423,2423,2686,2423,2430,2423
603,603,603,603,603,1034,603,603,603
572,572,572,572,572,1737,572,572,572
1776,1776,1776,1776,1776,1869,1776,1776,1776
429,429,429,429,381,430,430,429,429
527,527,527,527,527,1106,646,527,665
198,198,198,198,198,425,198,198,198
560,560,560,1290,560,1864,560,1290,560
484,543,303,303,303,303,303,543,303
1720,1720,1720,1720,1720,1789,1720,1789,1720
323,323,323,323,323,606,323,323,355
466,1158,1158,1158,1158,1732,1158,1158,466
1605,1605,1605,1605,1605,2386,1605,1605,1605
397,397,422,422,397,423,422,422,397
410,410,410,410,410,517,410,410,410
1413,1413,1413,1413,1413,2504,1413,1413,1716
521,521,521,699,521,927,521,521,521
2268,2268,2268,2268,2268,2942,2268,2609,2268
362,362,362,362,362,701,362,362,362
361,361,361,361,361,1119,361,361,1009
422,422,422,422,422,528,422,422,422
609,609,609,1338,609,1912,609,1338,609
855,855,855,961,855,961,961,961,855
694,694,694,694,694,3597,694,694,694
881,888,881,881,881,1021,881,888,888
725,725,725,725,725,1428,725,725,1135
627,627,627,627,627,646,627,627,627
589,589,589,589,589,1064,589,589,589
842,842,842,842,842,1115,842,842,842
542,542,542,542,542,542,542,542,542
314,874,874,874,874,1262,874,874,314
1246,1246,1246,1246,1246,2359,1246,1246,1246
2747,2747,2747,2747,2747,2747,2747,2928,2747
1067,1067,1067,1067,837,1067,837,1067,1067
353,353,353,353,353,692,353,353,353
529,529,529,529,529,529,529,529,529
784,784,784,784,784,785,784,784,784
653,747,653,653,399,747,399,747,747
627,627,411,411,299,411,299,627,411
404,404,404,404,404,632,452,550,404
1358,1358,1358,1358,1358,3785,1358,1358,1358
1241,1241,1241,1241,1241,2113,1241,1241,1241
1101,1101,1101,1101,1101,1101,1101,1101,1101
413,413,413,413,413,638,413,638,413
1006,1065,1006,1006,831,782,1006,1144,879
1050,1104,642,642,402,402,642,1104,642
530,530,530,725,530,725,530,725,530
346,346,346,346,346,3128,346,346,346
453,611,272,272,453,272,272,611,272
1241,1241,1193,1241,1193,1242,1193,1241,1241
536,536,536,536,536,1067,536,536,849
774,774,774,1396,774,1970,774,1396,774
1092,1207,1092,1092,1092,1207,1092,1207,1092
1911,1911,1911,1911,3248,3911,1911,1911,1911
381,426,381,426,381,743,381,1081,381
988,988,988,988,988,988,988,988,988
333,333,333,333,333,333,333,333,333
1140,1140,1140,1140,1140,2703,1140,1140,1140
578,578,578,578,578,578,578,578,578
2078,2078,1794,1794,2078,2803,1794,2078,2078
1103,1103,1103,1103,1103,2004,1103,1103,1103
1203,1203,1203,1203,1203,1619,1203,1203,1203
168,364,364,168,364,461,364,364,364
381,381,550,381,381,634,550,381,381
1259,1259,1259,1259,1259,1812,1259,1339,1259
1014,1014,1015,1015,1014,1015,1014,1014,1014
651,651,651,651,651,744,651,651,651
1296,1296,1296,1296,1139,1296,1139,1296,1296
1390,1256,1256,1470,1256,1545,1318,1256,1390
1171,1171,1171,1171,1171,2536,1171,1171,1171
1768,2022,2022,2022,2391,2881,2022,1768,1768
1624,1624,1624,1624,1624,2041,1624,1531,2074
1373,1373,1071,1071,888,1309,1309,841,1309
849,849,849,849,849,2596,849,849,849
1656,1512,1512,1656,1512,1685,1512,1512,1530
2231,2231,2065,2231,2206,2535,2206,2206,2231
669,994,669,669,669,1495,669,1230,669
1083,1083,1006,1083,1126,1415,281,1126,1126
2283,2283,2283,2283,2283,2713,2283,2283,2283
582,582,490,490,490,490,490,490,490
1213,1213,1213,1213,1407,1780,1213,1407,1407
1725,1137,1137,1725,2540,2770,1725,1725,1725
751,751,751,751,751,881,751,892,751
2537,938,2537,2537,3143,3572,2537,938,3032
1416,1416,1186,1186,1416,2245,1186,1416,1132
397,397,329,329,329,329,329,329,329
1056,1056,1056,1056,1056,1057,1056,1056,1056
2951,2951,2680,2680,2612,2612,2793,2793,2612
4906,4906,4546,4906,4906,4841,4906,4906,4546
231,231,231,426,722,588,231,317,231
1774,1774,1420,547,1008,1224,1008,1521,1224
7173,7395,7173,7173,7173,8284,7173,7754,7173
1828,1828,1166,1166,2049,2028,1166,1828,2087
2845,2380,3116,2883,3116,3332,3194,3116,2845
1362,1701,1701,1362,1701,1596,1701,1701,1701
1156,1156,1156,1156,1156,1522,1156,1216,1156
879,790,879,879,1079,1598,879,1032,498
422,422,422,832,422,1164,422,422,422
519,577,519,519,519,717,519,519,577
686,926,686,686,625,686,625,625,686
1016,1016,324,1016,1016,1590,1016,1016,1590
715,715,374,715,374,1048,374,715,715
850,788,788,850,788,1077,788,850,788
738,1174,612,738,612,1239,612,612,1174
873,959,873,873,873,1209,873,873,873
676,676,676,676,676,676,676,676,676
758,758,758,758,758,758,758,758,758
681,1078,881,1078,881,1301,1078,881,681
2160,2581,2353,2160,2072,2646,2581,2072,2646
1418,1418,1418,1418,1418,2171,1418,1418,1418
1379,1379,1038,1379,1038,1712,1038,1379,1379
570,570,547,570,547,1409,570,547,570
362,362,362,362,2521,3297,362,362,2521
789,789,789,789,789,789,789,789,789
1167,1167,855,1167,1167,1351,1167,1167,1351
327,327,327,327,327,433,327,327,327
371,371,371,371,371,371,371,371,371
554,554,554,554,554,967,554,823,554
1255,1255,1255,1255,1255,2893,1255,1255,1255
539,539,539,708,539,1151,539,539,539
714,714,714,714,714,714,714,714,714
313,313,313,313,765,1274,313,313,765
968,968,968,968,968,2626,968,968,968
581,1430,581,581,1430,2239,581,581,581
527,527,527,527,1297,1608,527,527,527
1050,1050,1050,1050,1050,2776,1050,1050,1050
358,358,358,358,358,358,358,358,358
1487,665,1487,1487,2068,2137,1487,1253,1487
624,963,624,624,624,963,624,963,624
222,222,222,222,222,789,222,222,222
467,467,467,467,467,1148,467,467,855
1441,1441,1441,1441,1441,2166,1441,1441,1441
412,412,412,412,412,541,412,412,412
831,831,456,831,456,931,456,456,931
775,775,775,775,775,1114,775,775,775
1047,1047,1047,1047,928,1047,995,928,1047
659,1095,659,659,659,659,659,659,659
1517,1517,1517,877,877,1640,877,1517,1517
1025,1025,1025,1025,1025,3797,1025,1025,1025
688,252,252,252,252,252,252,252,252
1718,1718,1718,1718,1718,2428,1718,1718,1718
331,331,331,331,331,2636,331,331,331
757,757,757,757,757,1938,757,1383,757
1526,1526,1526,1526,1526,4519,1526,1526,1526
589,589,589,589,589,1290,589,589,589
181,181,181,181,181,181,181,181,181
525,525,525,525,525,1890,525,525,525
567,567,567,567,567,1328,567,567,567
561,561,561,561,561,561,561,561,561
602,602,602,602,602,762,602,602,602
385,385,385,385,385,724,385,385,385
737,737,737,737,737,1068,737,737,844
179,179,179,179,179,179,179,179,179
605,605,605,605,605,873,605,605,605
664,664,894,664,664,1484,894,664,664
1606,1606,1606,1784,1606,2012,1606,1606,1606
498,498,498,498,498,781,498,530,498
709,709,709,709,709,755,709,709,709
1077,1077,1077,1077,943,1077,943,1077,943
477,477,477,477,477,578,477,477,477
727,727,727,727,727,852,727,727,727
688,688,688,688,435,910,435,688,435
736,966,736,966,736,966,736,966,736
1407,1407,1407,1573,1407,1838,1407,1579,1407
290,290,290,290,290,1327,290,290,290
869,869,869,869,869,1053,869,1035,876
534,534,534,534,534,534,534,534,534
588,588,588,588,588,1433,588,588,588
908,908,908,908,908,1023,908,920,920
590,590,590,590,590,1332,590,590,590
425,544,425,364,364,425,425,544,425
1192,1192,1192,1192,1192,1569,1192,1192,1192
973,1072,733,733,733,733,733,1072,733
705,705,705,705,705,778,705,705,705
1586,1586,1586,1586,1586,1605,1586,1586,1586
546,546,388,388,388,388,388,546,388
1616,1616,1616,1616,1616,1776,1616,1616,1616
992,992,992,992,992,1722,992,992,992
1068,1068,1068,1068,1068,1153,1147,1250,1068
820,820,820,820,820,1474,820,820,820
244,244,244,430,244,430,244,430,244
2088,2509,2281,2281,2088,2403,2509,2000,2281
564,564,564,564,564,1241,564,564,564
833,833,833,833,833,833,833,833,833
760,1558,1053,988,760,1053,1115,533,1053
783,783,783,783,783,1671,783,783,783
495,495,495,495,495,1208,495,495,495
1559,1559,1559,1559,1559,1985,1559,1559,1579
842,842,842,976,842,1461,842,807,842
1108,1108,1108,1108,1108,1140,1108,1108,1108
621,621,621,621,621,597,621,621,621
398,398,398,398,398,487,398,398,398
493,493,493,493,493,2033,493,493,493
1111,1111,1111,1111,1111,2696,1111,1111,1111
1428,1428,1428,1428,1428,1428,1428,1428,1428
701,902,701,701,701,701,701,902,701
369,369,369,369,369,452,369,369,369
929,929,929,929,929,1375,929,929,929
641,641,641,641,2039,3139,641,641,641
2286,2286,2105,2105,2105,2105,2105,2286,2105
294,294,294,294,294,3139,294,294,294
1661,1661,1661,1661,1661,3276,1661,1661,1661
1079,1116,1079,1079,1026,1026,1079,1116,1026
1957,1957,1957,1957,1957,5126,1957,1957,2986
409,409,409,409,409,607,409,409,409
828,828,828,828,828,828,828,828,828
730,916,682,682,682,731,730,916,682
315,315,315,315,315,694,315,315,315
2250,2250,2250,2250,2250,2685,2250,2250,2250
832,833,832,832,832,833,832,833,833
377,377,377,377,377,1138,377,377,377
310,310,310,310,310,948,310,310,607
393,633,393,393,393,393,393,633,393
515,515,515,515,515,719,515,515,515
1214,890,1214,890,1214,2530,1214,1214,1214
581,581,581,581,1490,2161,581,1403,581
494,494,494,494,494,435,558,827,457
531,721,531,531,309,618,531,1180,309
1671,2130,1332,1332,1332,1332,1671,2056,1768
415,415,415,415,309,415,415,415,415
1605,1605,1605,1605,1605,1605,1605,1605,1506
1135,1135,1135,1135,1013,893,1135,1135,1135
504,504,504,504,504,504,504,504,504
809,809,858,858,858,858,858,809,858
681,681,681,681,334,623,681,681,431
741,741,741,741,741,1548,741,741,741
1053,1053,1018,1018,707,707,1053,674,638
889,889,889,889,744,843,889,889,843
536,536,536,1265,536,1813,536,1265,536
450,450,450,450,450,643,450,450,450
447,266,266,266,266,266,266,266,266
398,398,398,398,398,572,398,523,398
187,187,187,187,187,3004,187,187,187
288,288,288,288,288,335,288,288,288
756,756,756,756,756,3403,756,756,756
1106,1106,1106,1106,1106,1171,1106,1106,1106
268,268,268,268,268,374,268,374,268
1830,1830,1830,1830,1830,2311,1830,1830,1830
680,680,680,680,2782,3307,680,680,680
1134,1134,1134,1134,1134,2247,1134,1134,1134
392,392,392,392,392,392,392,392,392
499,499,499,499,499,499,499,499,499
1171,1171,1171,1171,1171,1171,1171,1352,1171
335,335,335,335,335,616,335,335,335
1293,1293,1293,1293,1293,1937,1293,1293,1293
790,790,790,790,790,896,790,790,790
698,698,698,698,698,1487,698,698,698
788,788,788,788,788,874,788,788,788
484,484,371,371,324,371,371,484,371
205,205,205,205,205,552,205,205,205
1078,1078,1078,1078,1078,2515,1078,1078,1078
227,227,227,227,227,3009,227,227,227
1061,1061,1061,1061,1061,1923,1061,1061,1061
570,324,324,324,324,324,324,324,324
285,285,285,285,2439,2963,285,285,2444
661,661,661,661,661,2355,661,661,661
535,535,535,535,535,535,535,535,535
1812,2096,1812,1812,2096,2926,1812,1812,1812
383,597,383,383,383,383,381,381,383
373,373,373,373,373,422,373,373,373
1592,1592,822,1592,1592,2083,1592,2083,822
1384,1384,1983,2006,2006,2775,2006,2568,2006
4059,4006,3792,4006,3792,3792,3792,4006,3792
1233,1233,1078,1078,1078,1163,1078,1078,1078
2064,2064,1059,1059,1147,1486,1147,1798,1059
1584,1584,998,998,858,689,583,1299,689
4245,2483,3664,4245,4245,5180,4245,4245,4245
1210,1210,330,330,330,330,330,330,757
2029,1994,1994,1994,2029,2187,1994,1994,2029
481,996,743,801,481,376,743,801,481
295,1167,295,295,295,295,295,295,295
2751,2911,2548,2751,2815,2264,2548,2815,2911
1887,2297,2024,2297,2024,1215,2024,2297,2771
451,451,451,451,451,451,451,451,451
552,552,552,552,552,552,552,552,552
1248,1248,1248,1248,1248,1248,1248,1248,1548
1334,1334,1334,1334,1334,1134,1334,1334,1676
985,985,760,760,760,897,760,760,1137
686,778,686,686,686,686,686,686,1068
2339,2339,1908,1908,1908,1908,2089,2148,2339
697,697,435,378,378,450,378,435,697
1725,1529,1222,1222,1227,883,969,1466,1222
501,501,501,501,501,2434,501,501,501
466,728,317,606,317,1060,317,606,743
824,535,629,824,629,824,629,824,824
1705,1705,1705,1705,1705,2180,1705,1705,1705
322,322,322,322,322,322,322,405,322
296,296,296,296,296,357,296,296,296
1979,1979,1979,1979,1873,1979,1873,1873,1979
685,496,496,685,496,1005,496,993,685
461,461,461,461,461,461,461,461,461
1208,1208,1091,1208,1091,1494,1208,1091,1091
1026,1294,1026,1026,1026,1456,1026,1026,1026
1462,1462,1462,1462,1462,1683,1462,1462,1462
1079,1079,1079,811,811,1241,811,811,1079
262,262,262,262,262,262,262,262,262
288,288,288,288,288,1071,288,288,288
547,547,576,576,576,886,547,886,576
1259,1259,1259,1259,1259,4266,1259,1259,1259
3521,3521,3593,3490,3593,3490,3593,3593,3869
1503,1503,1146,1503,1067,1068,1133,1146,1146
423,2136,857,423,423,1351,423,423,1845
1100,1303,1020,1100,886,1037,1020,1100,1100
1148,1148,1139,1139,482,1224,1139,1139,907
464,464,464,464,464,2403,464,464,464
924,924,924,1042,924,1480,924,924,924
1093,730,730,1093,1093,2222,1093,1243,1093
946,1080,946,905,905,1080,905,905,1080
420,420,420,420,420,420,420,420,420
1354,1354,662,1354,1354,1928,1354,1354,1636
1056,1056,1056,1136,1056,1787,1056,1056,1056
548,548,548,548,548,595,548,548,548
752,752,752,752,752,914,752,752,803
1324,1324,1324,1324,1324,2508,1324,1324,1324
369,369,369,369,369,1231,369,369,369
797,797,797,797,797,1146,797,797,797
1183,1968,1183,1183,1968,2885,1183,1183,1183
811,811,811,811,811,3317,811,811,811
706,706,706,706,706,878,706,706,710
276,276,276,276,276,323,276,276,276
595,595,595,595,595,751,595,595,595
294,294,294,294,294,294,294,294,294
527,527,527,527,527,824,527,614,527
1160,1160,1160,1160,1160,2274,1160,1160,1160
387,387,387,387,387,1158,387,387,471
538,538,538,538,538,1202,538,538,538
308,308,308,308,308,1709,308,308,308
950,999,950,950,999,1577,950,999,950
808,808,808,808,808,2146,808,808,808
562,562,562,562,562,930,562,562,562
658,949,658,658,658,658,658,949,658
605,1016,605,1016,605,1016,605,1016,605
944,960,605,605,944,944,605,960,605
720,898,504,504,398,504,504,898,504
551,551,551,569,551,833,551,754,551
1199,1398,1134,1199,1134,1134,1199,1505,1134
203,203,203,203,203,759,203,203,203
727,727,713,727,713,713,727,727,713
529,739,529,529,529,604,529,529,739
1490,1490,1490,1490,1490,1490,1143,1490,1490
556,556,556,556,556,556,556,556,556
2166,2088,2166,2166,2166,2088,2088,2088,2093
1005,1005,1005,1005,1005,2202,1005,1005,1005
558,558,558,558,558,2716,558,558,558
797,797,1017,797,797,1725,1017,797,797
683,683,779,779,779,683,779,683,779
320,320,320,320,320,540,320,320,320
193,374,193,193,193,193,193,374,193
328,509,328,328,328,328,328,509,328
922,843,821,821,821,821,821,843,821
585,781,585,585,585,871,585,781,585
4203,4203,4203,4203,4203,4329,4203,4203,4203
1590,1590,1590,1590,1590,1915,1590,1590,1590
515,742,515,515,515,742,515,742,515
475,475,475,475,475,1161,475,475,475
939,939,1559,939,1559,3097,1559,939,1559
426,426,426,426,426,1822,426,426,426
1390,1390,1390,1390,1390,2279,1390,1390,1416
650,650,650,650,1470,2601,650,650,650
379,379,379,379,379,620,379,379,720
314,314,314,314,314,915,314,314,314
1412,1412,1412,1412,1412,1412,1412,1412,1412
332,332,1294,1294,1317,2298,1294,1294,332
252,252,252,252,252,252,252,252,252
1580,1580,1580,1580,1580,3725,1580,1580,1580
374,374,406,406,406,657,608,406,406
567,567,567,567,567,1098,567,567,880
806,806,821,821,806,1139,821,821,806
1407,1407,1407,2041,1407,2270,1407,2041,1407
883,883,1254,883,883,1718,1254,883,1254
1444,1444,1752,1752,2169,2307,1752,1752,1444
1930,1930,1952,1952,1952,1952,1952,1952,1952
850,850,850,850,1467,2273,850,850,850
224,224,224,224,224,224,224,224,224
362,362,583,362,362,1354,583,362,362
458,458,458,458,458,536,458,458,458
757,757,757,757,757,932,757,757,757
663,663,663,663,663,2262,663,663,663
631,631,631,631,631,935,631,631,631
250,250,250,250,250,250,250,250,250
617,617,525,525,525,525,525,617,525
826,826,1807,826,2629,3376,1807,1806,1806
417,417,1040,1129,417,1443,1040,1040,417
687,687,687,687,687,751,687,687,687
840,840,840,840,840,759,840,840,840
360,360,360,360,360,360,360,360,360
655,655,655,655,655,1283,655,655,655
689,689,689,689,689,1110,689,689,689
394,394,394,583,394,1256,394,583,394
632,632,632,632,632,599,632,632,632
648,648,467,467,467,467,467,648,467
237,237,237,237,237,3019,237,237,1471
513,572,458,458,458,458,458,572,458
515,515,458,458,458,618,458,515,458
977,977,977,977,977,1786,977,977,923
451,451,392,392,211,211,451,451,211
232,232,232,232,232,232,232,232,232
735,735,735,758,735,1244,735,758,735
399,399,399,399,399,552,399,399,399
737,737,2052,2052,2334,3134,2052,737,1895
1311,1311,1216,1311,1216,1541,1216,1311,1216
1085,1085,1085,1085,1085,1397,1085,1085,1085
285,285,285,285,285,828,285,285,517
328,328,328,328,328,967,328,328,328
431,431,431,431,431,431,431,431,431
247,247,247,247,247,710,247,247,247
128,128,128,128,128,870,128,538,538
80,490,80,80,80,822,80,737,490
315,315,315,315,315,315,315,315,315
1308,1419,1127,1127,1127,1127,1127,1419,1127
557,557,557,557,557,1157,557,557,961
344,344,344,344,344,513,464,718,344
1568,1568,1568,1568,1568,1971,1568,1568,1568
3518,3518,3518,3518,3518,3579,3518,3518,3518
716,716,1025,716,345,1180,771,345,1089
670,670,670,670,670,1642,670,670,670
464,464,516,1252,1252,2468,516,1252,464
929,929,929,929,929,1014,929,929,929
532,532,1007,1007,532,1007,1007,1007,1007
681,681,681,681,681,1666,681,681,681
800,926,926,926,800,848,926,926,926
814,1262,454,454,294,454,814,1262,454
500,899,500,500,500,995,500,638,500
492,492,492,492,492,1111,492,492,492
1744,1504,1744,1744,1504,1504,1744,1843,1504
1594,1594,1494,1594,1398,1691,1594,1594,1594
939,939,939,939,939,1517,939,1209,939
443,659,443,443,443,443,443,659,443
1365,1313,1073,1073,1073,1073,1073,1313,1073
390,390,390,390,390,1018,390,390,390
1178,1178,1079,1020,1020,839,1079,1020,839
2188,2055,2101,2101,2101,2398,2101,2055,2101
243,243,243,243,243,243,243,243,243
713,713,713,713,713,1894,713,713,713
1053,1105,986,1053,986,1105,986,1105,986
271,271,271,271,271,1114,271,271,271
617,617,617,617,617,1290,617,640,617
732,732,732,732,732,1489,732,732,732
787,787,787,845,787,1433,787,845,787
