UniformRandom,Uniform,GA (1 year),MA,PopulationProportionate,AllCityCenter,GA (1 week),Random,SLS
976,976,976,976,976,1498,976,976,976
772,772,957,772,379,513,741,379,753
700,700,526,766,346,808,729,766,526
799,799,606,799,606,1469,606,606,799
1750,1750,1750,1750,1750,1569,1750,1569,1569
489,489,489,489,489,489,489,489,489
384,384,384,384,384,384,384,384,384
1568,1685,945,1568,1568,1971,1568,1568,1850
745,745,673,673,745,673,745,745,673
1349,1349,1349,1349,1349,2475,1349,1349,1349
483,483,526,446,446,393,446,446,446
1365,1365,1365,1207,1207,1026,1207,1207,1207
4360,4405,4210,4193,4096,3757,3997,4096,4210
1063,1174,1063,856,773,586,856,856,1174
821,963,821,821,821,1175,821,963,1302
804,1107,861,804,690,690,690,1107,1320
2167,2167,2167,2167,1687,1476,2167,2167,2167
2096,4754,2096,2096,2380,3209,2096,2096,2096
2548,2548,2404,2025,2548,2342,2548,2025,2025
1840,1840,1840,1840,1840,1889,1840,1840,1840
833,833,1039,833,742,833,742,833,384
1432,1432,1432,1432,1432,2893,1432,1432,2074
895,702,702,702,702,1565,702,702,1300
576,576,576,576,576,2527,576,576,576
1117,1117,1117,1117,1117,1628,1117,1117,1117
521,521,415,415,415,521,415,415,521
333,333,333,333,333,335,333,333,335
467,679,679,467,467,654,467,467,467
501,501,501,501,501,699,501,501,501
1972,1972,1972,1972,1972,1857,1625,1972,1972
572,572,572,572,572,1103,572,572,885
359,359,359,359,359,359,359,359,359
630,630,630,630,630,954,630,630,630
240,240,240,240,240,240,240,240,240
2108,2099,2034,2099,2033,2034,2033,2033,2034
706,706,706,706,706,3255,706,706,706
780,780,780,780,780,2251,780,780,780
534,534,534,534,534,2133,534,534,534
2659,2659,1879,1879,2659,3478,1879,2659,2659
258,258,258,258,258,258,258,258,258
610,610,610,610,610,1323,610,610,610
420,420,420,673,420,895,420,420,420
669,669,669,669,669,1113,669,669,669
796,796,796,796,796,2099,796,796,796
693,693,693,1417,1532,2632,693,1417,693
668,668,668,668,668,1318,668,730,668
1084,1084,1084,1084,1084,1522,1084,1084,1084
817,817,817,817,817,992,817,817,817
642,972,642,642,642,1053,642,972,642
826,826,826,826,826,1500,826,826,826
580,580,580,580,580,1965,580,1475,580
476,476,476,476,476,476,476,476,476
359,359,359,359,359,868,359,359,359
1451,1451,1270,1270,1270,1270,1270,1270,1270
4092,4092,3911,3911,3911,3911,3911,4092,3911
213,734,213,213,213,753,213,734,408
2065,2065,2065,2065,2065,2198,2065,2065,2065
374,374,374,374,374,905,374,374,687
831,989,453,445,831,792,445,989,453
1405,2004,1130,1130,1130,1177,1130,2004,1130
663,1052,663,663,663,1307,663,1052,663
1677,1677,1677,1677,1677,3027,1677,1677,1677
586,1216,586,609,586,1448,586,1216,586
1701,1724,728,728,728,656,728,1724,728
274,274,274,966,274,1354,274,966,274
1853,1853,1057,1057,1057,2118,1057,1853,1057
822,649,568,822,490,1043,568,649,848
565,565,535,395,535,762,535,565,395
933,933,933,933,933,1760,933,933,933
690,690,690,690,690,3559,690,690,690
447,447,220,447,220,447,332,220,447
896,896,896,896,896,1033,896,1457,932
751,751,880,880,751,790,880,880,811
754,754,754,754,754,754,754,754,754
2895,2915,2681,2895,2559,2662,2681,2915,2559
684,684,684,684,567,970,684,684,970
308,308,308,308,308,308,308,308,308
315,932,315,315,315,1489,315,932,315
472,472,472,472,472,819,472,472,472
1128,1128,481,750,481,894,481,1268,750
1236,1236,1236,1236,1371,2843,1236,1236,1371
1249,1249,1202,1202,1202,1248,1202,1249,1202
442,442,442,442,442,2861,442,442,442
1279,1279,1279,1279,1279,1654,1279,1279,1599
1473,1473,1654,1473,1473,1473,1654,1654,1473
495,495,495,495,495,970,495,495,495
1068,1428,1068,1068,1428,1363,1068,1442,1068
727,727,727,727,727,889,727,727,778
988,1036,988,988,988,1037,1036,1036,1036
1549,1549,1549,1549,1549,1484,1549,1549,1549
1776,1776,1776,1536,1536,1536,1776,1776,1536
271,271,271,271,271,678,271,756,271
419,419,419,419,419,556,302,419,556
1145,1500,1145,1145,1500,2329,1145,1500,1145
750,750,750,750,750,1230,750,750,750
677,677,677,677,677,1656,677,677,677
673,1012,665,665,665,1012,665,665,673
2103,2103,2096,2096,1526,2288,1526,1526,2096
498,498,498,498,498,973,498,498,498
307,307,307,307,307,307,307,307,307
602,602,602,518,602,1289,602,602,602
734,734,734,1271,734,1845,734,1271,734
928,1368,928,928,928,1057,1057,1057,1057
1350,1350,1350,1395,1350,1623,1350,1350,1350
724,1350,724,724,724,1905,724,1350,724
312,303,421,421,421,244,421,303,421
2750,2750,2750,2750,2347,2559,2750,2750,2347
1166,1166,1166,1166,1166,1431,1166,1166,1166
421,421,421,421,421,1163,421,831,421
1482,1482,1482,1482,1482,2022,1482,1482,1677
313,1042,1042,1042,1042,1042,1042,1042,313
999,999,999,999,999,3707,999,999,999
537,537,537,537,537,1184,537,537,709
528,528,528,528,528,875,528,528,528
378,378,378,378,378,378,378,378,378
1464,1464,1464,1464,1464,2273,1464,1464,1464
711,711,711,711,711,1785,711,711,711
907,907,907,907,907,2081,907,907,1210
1017,429,1017,1017,1473,2362,1017,1017,429
1306,1306,1306,1306,1306,1603,1306,1306,1306
1028,1028,1028,1028,1028,1132,1028,1028,1028
611,611,611,611,611,717,611,611,611
2064,2065,2064,2064,2064,2065,2065,2065,2065
2443,732,2443,732,3299,3569,2443,2443,2443
287,287,287,287,287,287,287,287,287
1499,1499,1499,1499,1499,2400,1499,1499,1499
1340,1340,1340,1340,1340,2217,1340,1340,1660
868,868,868,1375,868,1396,868,1375,868
319,319,319,319,319,319,319,319,319
346,418,346,346,346,346,346,418,346
495,495,495,495,495,708,495,495,495
839,839,839,839,839,887,839,839,839
801,801,801,801,801,801,801,801,801
802,621,621,621,621,621,621,621,621
646,646,646,646,646,707,646,646,646
436,436,436,436,436,1559,436,436,436
563,563,563,563,563,669,563,563,563
511,610,452,452,271,271,511,610,271
236,236,236,236,236,3018,236,236,236
731,731,731,731,731,731,731,731,731
481,481,481,481,481,1155,481,481,481
437,437,437,437,437,437,437,437,437
459,459,459,459,459,1321,459,459,459
558,558,558,558,558,2490,558,558,558
800,800,619,619,619,619,619,800,619
1245,1245,1031,1031,1031,1031,1031,1245,1031
452,682,452,452,452,703,452,1083,452
4668,4874,4527,4527,4527,4874,4527,4874,4527
2706,2977,2706,2706,2706,2880,2706,3356,2706
675,1014,368,675,675,675,675,1014,368
1625,1625,1625,1625,1625,2466,1625,1640,1625
2389,2443,2177,2389,1922,1741,2080,2443,1981
562,562,562,562,562,1323,562,562,562
454,650,214,214,214,214,454,650,214
1759,1759,1759,1759,1759,3097,1759,1759,1759
887,887,910,887,887,1787,910,887,1307
411,411,411,600,411,751,411,1014,411
1073,1329,1329,1073,1073,1822,1329,853,1329
581,581,809,809,581,873,809,439,581
1012,1266,1012,1266,1266,1487,1012,1266,1012
552,552,552,552,446,552,446,446,552
676,676,940,676,676,676,675,675,676
429,676,854,429,429,429,202,429,429
429,429,429,429,2583,3247,429,429,2588
2066,2155,2066,2066,2066,2066,2155,2066,2155
1080,899,899,899,899,899,899,899,899
1575,1186,1186,1565,1565,1830,1186,1186,1565
495,314,314,314,314,314,554,554,314
886,886,886,886,886,1153,886,1471,886
1449,1642,1449,1449,1449,1909,1796,1449,1642
757,757,757,757,757,1441,757,757,757
388,388,388,388,388,388,388,388,388
775,775,775,775,775,742,775,775,775
717,717,522,522,717,717,717,522,717
1459,1459,1459,1459,1459,1979,1459,1459,1459
2563,2563,2504,2504,2504,3059,2563,2563,2504
5787,5787,6256,5787,5787,6548,5787,5787,6548
435,675,435,435,435,435,374,374,435
224,224,224,224,296,224,224,224,224
739,739,739,739,739,558,739,739,739
533,416,416,533,533,1142,416,416,533
562,1012,562,562,467,956,562,467,562
736,422,422,422,422,551,422,422,551
2057,2298,2057,2057,1703,1995,2057,1510,2057
565,565,565,565,565,658,565,565,565
1558,1558,1558,1558,1331,1452,1558,1331,1623
1572,1572,1572,1572,1572,2299,1572,1572,1572
971,971,971,971,971,1190,971,971,971
850,850,850,857,850,1113,850,850,850
380,380,725,380,380,654,380,380,725
97,97,97,97,97,390,97,97,293
1264,1264,1264,1264,1223,1398,1223,1223,1264
305,305,305,305,305,3284,305,305,305
405,405,405,405,405,286,405,405,405
878,878,795,795,795,880,795,795,795
455,455,455,455,455,1888,455,455,455
812,812,701,701,650,791,650,650,650
782,782,315,315,315,315,315,315,315
935,989,444,287,287,287,444,468,431
662,662,662,662,662,1111,662,1191,662
1440,847,847,1440,1669,2152,1440,1440,1440
631,631,631,631,631,925,631,631,631
490,490,435,435,435,435,435,435,435
446,446,446,646,446,1085,446,446,446
753,1410,753,1164,753,1441,1164,1164,753
1112,1112,1262,1112,1693,2241,1112,1262,1112
762,762,762,762,762,1827,762,762,762
486,486,486,486,486,486,486,486,486
959,959,959,959,959,1434,959,959,959
556,556,1262,556,1262,1605,1262,556,1262
358,358,358,358,358,556,358,358,358
653,653,653,692,653,738,692,653,653
230,230,230,230,1068,2101,1068,230,1068
877,877,877,877,877,1119,877,877,877
377,464,377,377,550,1239,464,514,464
444,444,352,352,352,352,444,444,352
2444,2444,2444,1389,2444,1958,2444,1389,1350
1412,1412,1412,1489,1412,1412,1412,1489,2017
877,877,877,969,877,877,877,969,844
1589,1589,1589,1589,1589,1892,1589,1589,2714
499,499,499,480,499,250,480,499,1042
801,801,801,2505,801,801,801,2505,2017
2082,2082,2082,2265,2259,2082,2259,2265,2561
2148,2148,2148,1205,2148,2148,2148,1205,2282
3189,3189,3189,2694,3189,3189,3189,2694,2993
1997,1997,1997,1586,1586,1586,1586,1586,1586
1586,1586,1586,1997,1997,1997,1997,1997,1997
1216,1216,1216,1216,1216,1216,1216,1216,1216
513,513,513,813,513,1187,513,513,513
350,350,350,350,350,350,350,350,350
5882,5882,5882,5882,5882,6995,5882,5882,5882
409,750,409,750,750,650,409,750,409
295,295,295,295,295,546,295,295,767
1061,1061,1061,1061,1061,1122,1061,1061,1061
1647,1647,1647,1647,1647,2377,1647,1647,1647
1072,1072,1072,1072,1072,1191,1072,1072,1072
687,687,770,687,770,1444,770,687,770
1652,1652,1652,1652,1652,2826,1652,2045,1652
700,700,700,700,700,1009,700,700,700
355,355,355,550,355,842,355,355,355
1596,1596,936,1596,1596,2106,1596,1596,1878
1169,1258,1258,1169,1169,1743,1258,1169,1679
599,599,599,599,599,896,599,599,599
330,330,330,330,330,330,330,330,330
512,512,512,512,512,512,512,512,512
1121,1121,1121,1121,1121,1596,1121,1121,1121
1026,1026,1026,1143,1026,1429,1026,1026,1026
635,635,635,635,635,684,635,635,635
487,487,487,487,487,3475,487,487,487
518,518,518,518,518,648,518,518,518
395,395,395,395,395,1450,395,395,395
653,653,653,653,653,725,653,653,653
1174,1174,1174,1174,1057,1460,1057,1174,1460
526,526,526,526,526,526,526,526,526
897,897,897,897,897,1422,897,897,897
1003,1003,1003,1003,1003,1745,1003,1003,1003
905,905,905,905,905,1035,905,905,905
465,465,465,465,465,465,465,465,465
1242,1242,1242,1242,1242,1242,1242,1242,1177
1363,1363,1363,1363,1363,1364,1363,1363,1363
385,385,204,204,204,204,204,385,204
714,714,714,714,714,1027,714,714,714
981,981,981,981,981,1066,981,981,981
503,503,503,503,503,503,503,503,503
1336,1336,1336,1336,1336,1509,1336,1336,1336
2432,2432,2432,2432,2432,2927,2432,2544,2732
349,624,349,349,349,455,455,624,349
421,421,421,421,421,428,421,428,421
2470,2664,2470,2537,2470,2477,2470,2664,2470
245,245,245,245,245,1903,245,245,245
742,742,742,742,742,1411,742,742,742
400,400,621,621,400,621,621,400,621
1027,1027,1027,1027,1027,1889,1027,1027,1027
201,201,201,201,201,201,201,201,201
788,788,788,788,788,788,788,788,788
1720,1720,1720,1720,1720,2619,1720,1720,1720
1779,1779,2025,2025,1779,2111,2025,2025,1779
925,925,925,925,925,1614,925,925,925
476,476,421,421,421,421,476,476,421
676,788,676,676,676,903,676,788,676
598,598,598,786,598,840,786,786,598
1472,1472,1118,1118,1472,1124,1118,1472,1472
1294,1294,1294,1294,1294,1432,1294,1432,1294
4504,4432,4504,4432,4504,4748,4504,4432,4560
471,471,471,471,471,1158,471,471,729
253,253,365,365,253,480,480,253,480
931,931,931,931,839,1135,931,931,1135
1991,1991,2247,1991,1991,2326,2247,1991,1991
830,830,830,830,830,1220,830,1220,1458
901,901,1944,2172,901,2236,1944,1662,901
558,558,558,558,558,564,558,558,558
717,717,717,717,717,2356,717,717,717
763,1341,1341,1341,1341,1210,1341,1341,763
548,548,548,548,548,633,548,548,548
636,817,636,636,636,636,636,704,636
2984,2984,3294,3294,2984,4086,3294,2984,2984
764,823,583,583,583,583,583,764,583
1020,1020,783,783,1020,1980,783,1680,783
999,1040,999,999,999,1167,999,1040,999
663,777,324,324,324,324,324,777,564
1391,1391,1391,1391,1391,2118,1391,1391,1391
1923,1923,1923,1923,1923,1923,1923,1923,1923
192,192,192,192,192,192,192,192,192
642,823,642,642,642,642,642,823,642
466,466,466,607,466,988,466,632,466
880,880,880,880,880,1178,968,1040,880
716,716,716,1555,1555,2037,716,1555,716
577,577,577,577,577,1422,577,577,577
842,910,842,910,842,1535,842,910,1030
672,672,672,672,672,672,672,672,672
447,447,447,447,447,922,447,447,447
804,804,804,804,737,1005,737,966,737
603,603,603,603,603,697,603,603,603
1251,1251,1251,1251,1251,1746,1251,1251,1251
431,431,475,475,431,525,475,475,431
273,273,273,273,273,639,273,273,630
670,670,670,670,670,670,670,670,670
819,819,819,819,819,975,819,819,819
2372,2372,2372,2372,2372,2458,2455,2455,2372
1318,1318,1318,1318,1318,2207,1318,1318,1318
320,510,320,320,320,672,320,510,510
544,943,544,544,544,682,544,943,544
346,346,346,346,346,346,346,346,346
759,859,759,759,759,859,759,859,759
2976,3092,1142,1142,1932,2762,1142,3092,1932
1301,1301,1343,1343,1301,1792,1343,1301,1301
810,810,866,810,866,1155,810,1068,866
634,634,634,634,619,982,634,619,770
265,667,612,265,612,612,265,657,612
8686,8686,8686,8665,8686,8665,8665,8686,8686
270,270,270,270,270,533,270,270,514
685,685,685,573,573,800,685,685,685
649,649,649,649,649,3127,649,649,649
248,248,248,248,248,595,248,248,248
629,629,629,629,1658,3620,629,629,1658
2448,2448,2448,2448,2448,2448,2448,2448,2448
1016,1016,1016,1016,1016,1080,1056,1056,1016
809,809,809,809,809,2365,809,809,809
254,434,254,254,254,315,254,434,254
740,740,740,740,740,1431,740,740,740
939,939,939,939,939,1466,939,939,939
316,316,316,316,316,944,316,612,612
3444,3444,3444,3444,3444,4333,3444,3444,3444
3502,3502,3321,3321,3321,3321,3502,3502,3321
1352,1486,1112,1352,1051,1112,1352,1352,1112
635,1118,635,635,395,395,635,1118,395
2498,2498,2385,2385,2498,2876,2385,2498,2498
2057,2057,1773,1773,2057,2886,1773,2057,2057
1049,725,1049,725,1589,2631,1049,1049,1049
717,1073,717,717,717,1391,717,1073,1058
1268,1312,1312,1268,1268,1362,1268,1312,1362
281,281,281,281,281,281,281,281,281
908,908,908,908,908,1094,908,908,908
481,481,481,481,481,740,740,740,481
534,534,534,534,534,709,534,534,534
807,807,807,807,1835,3663,807,807,807
999,999,999,1180,1180,999,1180,999,999
1442,1916,1739,931,1398,1442,1398,1398,1442
978,978,978,978,1816,1880,978,1471,978
1689,1818,1846,1600,1818,1939,1600,2018,1846
1331,1438,1126,1126,1126,1126,1126,1438,1126
790,790,961,790,790,1446,790,790,961
1368,2113,1367,953,953,1022,893,1368,953
477,856,477,477,477,856,477,856,477
3114,3064,3026,2805,2805,2801,3102,2967,2805
565,907,542,907,542,565,565,907,565
2160,2451,1636,1994,1636,1411,1636,1994,1796
1492,1646,1590,1318,1492,1363,1318,1646,1318
1196,1584,575,417,575,236,417,1196,575
1198,1198,1198,1198,412,1198,1198,1198,1198
1830,871,1096,1830,2635,2635,1830,2005,2005
3097,3286,3097,3335,3097,3018,3097,3148,2973
2162,4100,4344,4100,4100,4455,2162,2162,4912
1396,2234,1396,2234,1259,1545,1545,1396,2731
1851,2013,1445,1851,651,827,1445,1851,2242
1106,1005,1218,1134,558,1106,998,998,1106
3098,3098,3098,3098,3098,3098,3098,3098,4813
2442,1257,1257,2442,1127,1257,1257,2406,2462
901,2346,2346,901,901,2346,2346,3678,2346
1275,1275,1275,1275,1275,1095,1275,1275,1227
271,271,619,619,619,619,324,271,619
899,899,899,899,899,899,898,898,899
735,735,735,735,735,735,735,735,735
818,818,759,818,578,578,578,818,578
811,569,654,249,654,597,654,229,811
605,605,904,605,605,1786,904,605,1231
1157,1166,622,1166,1166,1575,1166,1575,1225
181,181,181,249,342,181,362,249,181
685,672,672,672,748,672,672,738,672
526,526,526,526,579,279,526,526,526
611,611,580,580,580,747,611,218,747
494,494,494,656,494,656,494,767,494
2534,1930,1930,2534,2752,3737,2752,1151,1151
549,770,770,549,549,1463,770,549,1399
555,509,500,500,500,500,500,509,500
2832,2744,2744,2832,3164,3596,2744,2292,2292
1658,1658,2380,1658,2380,3054,2380,1658,2380
768,768,947,1008,768,1243,768,768,947
645,645,899,645,682,998,645,645,645
555,902,555,548,555,902,563,563,902
1003,1003,1003,1003,1003,1078,1173,1003,1003
600,600,515,515,515,600,515,515,515
1255,1096,1096,1255,1255,3029,1096,1255,1684
781,835,360,360,360,835,613,360,835
843,382,843,382,382,1041,843,1041,382
679,765,679,372,372,679,679,679,679
673,673,673,673,673,971,673,673,673
734,734,734,734,734,2297,734,575,734
794,794,794,794,1726,2287,794,794,1726
957,957,957,957,957,958,957,957,957
532,532,532,532,532,1041,532,532,532
512,512,512,512,512,738,512,512,512
339,339,339,339,339,750,339,339,339
400,400,400,400,400,400,400,400,400
678,1563,678,678,1563,2372,678,678,678
1004,1004,1004,1004,1004,1672,1004,1450,1004
787,787,787,787,787,788,787,787,787
646,646,646,646,646,2059,646,646,646
222,222,222,222,222,1142,222,222,222
1272,1272,618,1272,1272,1846,1272,1272,1553
805,805,805,814,805,942,805,805,805
225,225,225,225,225,225,225,225,225
1150,1150,1150,1150,1150,3347,1150,1150,1150
439,439,258,258,258,258,439,439,258
1122,1122,1122,1122,1122,1395,1122,1374,1122
654,938,654,654,938,991,654,654,654
491,491,491,491,491,585,491,491,491
1061,1061,1061,1061,1061,1122,1061,1061,1061
1996,1996,855,1996,1996,2486,1996,2169,855
732,732,732,732,851,1323,732,732,732
648,648,648,648,648,880,648,648,648
684,684,684,684,684,3408,684,684,684
460,460,460,460,460,460,460,460,460
512,512,512,512,512,512,512,512,512
1125,1125,1125,1125,1125,1210,1125,1125,1125
986,986,986,986,986,986,986,986,986
641,641,641,641,641,1679,641,641,641
1809,1809,1809,1809,1809,2672,1809,1809,1809
381,381,381,381,381,453,381,381,381
922,922,922,922,922,1185,922,922,922
1675,1675,1562,1675,1675,2053,1675,1675,1562
412,412,412,412,412,412,412,412,412
419,419,419,419,419,1078,419,419,419
1069,1069,1069,1123,1069,1932,1069,1123,1069
1276,1276,1276,1413,1276,1742,1276,1413,1136
620,620,620,620,620,1023,620,620,620
637,637,637,637,637,637,637,637,637
708,708,708,708,708,1100,708,1121,708
1497,1638,1497,1497,1497,1844,1497,2077,1497
1832,1846,1477,1477,1816,1816,1477,1547,1477
602,602,602,602,602,777,602,602,602
907,907,907,907,907,1581,907,1248,1248
1207,1207,1207,1460,1207,1682,1207,1207,1207
399,399,399,399,399,1811,399,399,399
316,726,316,316,316,880,316,316,726
1275,1275,1275,1275,1275,1336,1275,1275,1275
2169,2514,2169,2169,2169,2514,2169,2514,2169
983,983,983,983,983,1189,983,983,983
450,450,450,450,450,516,450,595,450
1518,1518,1518,1518,1518,1518,1518,1518,1518
700,700,700,700,700,3603,700,700,700
2368,2368,1949,1949,2368,2921,1949,2368,1949
377,377,377,377,377,1135,377,377,377
754,754,754,754,754,803,754,754,754
469,469,469,469,469,1378,469,469,469
305,305,305,305,305,626,629,305,305
2783,2783,2783,2783,2783,2783,2783,2783,2783
548,609,548,548,548,609,609,609,609
113,113,113,113,113,656,113,113,113
1948,1948,1900,1900,1900,2510,1747,1900,1948
1159,1159,1159,1159,1159,1185,1159,1159,1159
289,289,289,289,289,764,289,289,289
476,476,476,476,476,476,476,529,476
964,964,964,964,964,1196,1086,964,964
688,727,727,773,688,765,727,727,688
651,651,651,651,651,1513,651,651,651
452,452,452,452,452,2403,452,452,452
930,1050,1102,1102,930,1102,934,1102,930
756,957,756,756,756,756,756,986,756
341,341,341,341,341,853,341,341,599
229,229,229,229,229,753,229,229,229
380,314,314,380,314,314,314,380,314
2628,2786,2628,2628,2447,2447,2447,2786,2447
575,575,531,531,517,517,531,575,517
530,530,394,394,350,389,394,530,350
1084,1084,592,1084,334,1021,592,771,592
1035,1391,1035,1035,1035,1276,1035,1426,1376
1677,1677,1922,1922,1677,1807,1677,1677,2007
1529,1529,1529,1529,1529,1751,1529,1529,1529
567,564,190,190,190,567,190,567,190
1806,1806,1806,1806,1806,2884,1806,1806,1806
